"Date","T_min","T_max","RH_min","RH_max","WS","SH","T_mean","RH","Ra","Rs","ETo_H","ETo_BC","ETo_HS","ETo_RZ","ETo_DR","ETo_RI","ETo_PT","ETo_MK","ETo_DA","ETo_RH","ETo_ME","ETo_RO","ETo_SH","ETo_AH","ETo"
2016-06-12,26.8,34.6,53,75,2.30555555555556,4.9,30.7,64,40.61,17.47,11.44,6.1,5.16,10.48,3.93,4.5,11.51,3.32,0.92,0.85,9.28,6.7,7.68,6.62,5.33
2016-06-13,25.4,36.5,49,87,2.02777777777778,9,30.95,68,40.62,23.58,15.52,6.13,6.19,12.57,4.38,6.55,15.17,4.53,0.9,0.84,9.03,6.01,7.28,6.36,6.23
2016-06-14,23.6,37.4,65,92,1.97222222222222,9.1,30.5,78.5,40.62,23.73,15.47,6.07,6.84,13.89,4.64,6.82,15.79,4.54,0.63,0.59,6.27,3.97,6.22,5.63,5.82
2016-06-15,24.4,33.6,60,86,2.08333333333333,5.9,29,73,40.62,18.96,11.98,5.88,5.41,10.99,4.02,4.75,12.25,3.54,0.65,0.6,6.47,4.72,6.36,5.91,4.93
2016-06-16,24.5,34.9,66,87,2.36111111111111,7.5,29.7,76.5,40.63,21.34,13.68,5.97,5.84,11.86,4.22,5.43,14.01,4.03,0.62,0.57,6.22,4.22,6.21,5.72,5.36
2016-06-17,26.2,33.2,83,92,2.13888888888889,5,29.7,87.5,40.63,17.61,11.29,5.97,4.79,9.73,3.75,4.45,12.11,3.31,0.29,0.27,2.96,2.24,5.43,5,4.06
2016-06-18,26.2,33,77,89,2.08333333333333,1.7,29.6,83,40.62,12.69,8.12,5.96,4.71,9.57,3.71,3.2,8.93,2.35,0.39,0.37,3.95,3.04,5.71,5.29,3.4
2016-06-19,26.6,32.6,59,86,2.16666666666667,5.2,29.6,72.5,40.62,17.91,11.46,5.96,4.43,8.99,3.58,4.51,11.78,3.36,0.65,0.61,6.55,4.92,6.53,5.98,4.81
2016-06-20,26.8,37,52,83,2.38888888888889,5.5,31.9,67.5,40.62,18.35,12.31,6.25,6.05,12.28,4.34,5.28,12.38,3.53,0.97,0.89,9.8,6.31,7.56,6.47,5.64
2016-06-21,27.6,36.8,86,86,1.25,8.5,32.2,86,40.61,22.82,15.4,6.29,5.78,11.74,4.23,6.53,16.3,4.44,0.32,0.3,3.06,2.75,5.99,5.17,5.33
2016-06-22,23.2,33.8,79,93,1.58333333333333,6.8,28.5,86,40.61,20.28,12.68,5.82,5.74,11.66,4.16,5.06,13.41,3.78,0.31,0.3,3.07,2.4,5.3,5.06,4.49
2016-06-23,26.2,31,64,91,0.944444444444444,0.1,28.6,77.5,40.6,10.3,6.45,5.83,3.87,7.86,3.29,2.55,7.3,1.86,0.42,0.41,3.98,3.88,5.9,5.6,2.78
2016-06-24,26.2,34.6,76,82,0.944444444444444,4.6,30.4,79,40.59,17,11.06,6.06,5.32,10.8,4,4.36,11.68,3.21,0.42,0.41,4,3.87,6.16,5.58,4.08
2016-06-25,26.2,33,80,95,1.83333333333333,0.5,29.6,87.5,40.58,10.89,6.97,5.96,4.71,9.56,3.71,2.75,7.86,2,0.29,0.27,2.9,2.24,5.41,4.99,2.86
2016-06-26,26.4,31.5,64,91,2.11111111111111,4.4,28.95,77.5,40.57,16.7,10.54,5.88,4.02,8.16,3.37,4.16,11.07,3.1,0.51,0.47,5.11,3.93,5.98,5.61,4.29
2016-06-27,28.2,35,56,8,1.97222222222222,9.5,31.6,32,40.56,24.29,16.2,6.21,4.9,9.96,3.82,6.34,13.97,4.7,1.52,1.42,15.16,13.07,15.8,8.92,7.1
2016-06-28,27.7,34.9,54,84,2.08333333333333,5.9,31.3,69,40.54,18.93,12.54,6.17,5.01,10.18,3.87,4.92,12.64,3.63,0.82,0.76,8.16,5.9,7.26,6.31,5.32
2016-06-29,27,35.6,55,81,2.33333333333333,11.1,31.3,68,40.53,26.67,17.68,6.17,5.48,11.12,4.08,7.13,17.2,5.16,0.88,0.81,8.86,6.09,7.36,6.38,6.79
2016-06-30,27,36,54,87,1.91666666666667,10.6,31.5,70.5,40.51,25.92,17.25,6.2,5.62,11.42,4.14,7.08,16.93,5.02,0.8,0.75,8,5.65,7.15,6.22,6.47
2016-07-01,27.8,36,80,87,1.94444444444444,4.9,31.9,83.5,40.5,17.42,11.69,6.25,5.41,10.98,4.05,4.79,12.43,3.35,0.42,0.4,4.21,3.21,6.11,5.33,4.4
2016-07-02,27,32.5,61,85,2.77777777777778,0,29.75,73,40.48,10.12,6.5,5.98,4.24,8.6,3.48,2.55,7.28,1.85,0.69,0.63,7.05,4.86,6.52,5.94,3.78
2016-07-03,26.6,33.8,75,87,2.77777777777778,0.9,30.2,81,40.46,11.46,7.42,6.03,4.89,9.93,3.8,2.92,8.22,2.12,0.5,0.45,5.1,3.47,5.97,5.43,3.51
2016-07-04,26,31.4,82,90,2.69444444444444,2.3,28.7,86,40.44,13.54,8.5,5.84,4.1,8.33,3.4,3.36,9.33,2.49,0.33,0.3,3.32,2.42,5.34,5.05,3.38
2016-07-05,25,29.6,94,93,3.63888888888889,0,27.3,93.5,40.42,10.1,6.15,5.67,3.67,7.45,3.17,2.44,7.14,1.79,0.15,0.13,1.54,1.07,4.67,4.55,2.26
2016-07-06,25.2,29.1,67,90,2.77777777777778,0.4,27.15,78.5,40.39,10.69,6.49,5.65,3.36,6.83,3.01,2.57,7.37,1.9,0.47,0.42,4.77,3.51,5.53,5.44,3.29
2016-07-07,26.1,31.6,69,92,2.66666666666667,4.2,28.85,80.5,40.37,16.35,10.3,5.86,4.14,8.41,3.42,4.06,10.91,3.03,0.48,0.44,4.86,3.39,5.73,5.39,4.21
2016-07-08,26.5,32.6,67,88,2.30555555555556,5.2,29.55,77.5,40.34,17.83,11.4,5.95,4.43,8.99,3.57,4.49,11.87,3.35,0.54,0.5,5.46,4.02,6.1,5.62,4.59
2016-07-09,27.2,34,64,92,2.33333333333333,10.6,30.6,78,40.31,25.87,16.9,6.08,4.77,9.69,3.74,6.64,17.03,4.96,0.59,0.54,5.93,4.08,6.28,5.63,6.1
2016-07-10,26.5,34.1,69,89,2.61111111111111,8.7,30.3,79,40.28,23.03,14.96,6.05,5.01,10.18,3.85,5.89,15.28,4.39,0.56,0.52,5.74,3.85,6.14,5.55,5.58
2016-07-11,25.7,33,84,89,2.27777777777778,3,29.35,86.5,40.25,14.53,9.25,5.93,4.81,9.77,3.74,3.66,10.08,2.7,0.31,0.29,3.11,2.39,5.43,5.01,3.53
2016-07-12,27,32.5,77,85,2.5,6.9,29.75,81,40.22,20.34,13.05,5.98,4.21,8.55,3.46,5.13,13.56,3.84,0.45,0.42,4.59,3.42,5.88,5.38,4.84
2016-07-13,26.8,32.5,67,92,2.66666666666667,7.6,29.65,79.5,40.19,21.37,13.69,5.96,4.27,8.68,3.49,5.39,14.05,4.04,0.53,0.48,5.38,3.67,5.97,5.48,5.17
2016-07-14,27.1,34.6,88,92,1.72222222222222,7.8,30.85,90,40.15,21.66,14.23,6.12,5.02,10.19,3.85,5.59,15.14,4.15,0.23,0.22,2.29,1.87,5.48,4.81,4.82
2016-07-15,27.5,35,63,88,1.58333333333333,6.3,31.25,75.5,40.12,19.42,12.86,6.17,5.06,10.27,3.87,5.04,13.16,3.72,0.6,0.57,5.94,4.65,6.62,5.82,4.93
2016-07-16,25.4,34.5,74,94,1.77777777777778,3.6,29.95,84,40.08,15.39,9.92,6,5.42,11,4.01,3.92,10.64,2.88,0.4,0.38,3.95,2.9,5.7,5.18,3.86
2016-07-17,25.4,32.5,94,97,2.02777777777778,0.9,28.95,95.5,40.04,11.35,7.16,5.88,4.68,9.5,3.67,2.83,8.13,2.07,0.1,0.09,1,0.79,4.85,4.4,2.51
2016-07-18,25.2,28,92,95,1.83333333333333,0,26.6,93.5,40,10,5.99,5.58,2.79,5.66,2.68,2.38,6.99,1.76,0.11,0.11,1.14,1.04,4.55,4.49,2.23
2016-07-19,24.9,27.8,88,95,0.944444444444444,0,26.35,91.5,39.96,9.99,5.95,5.55,2.82,5.72,2.69,2.37,6.94,1.75,0.13,0.13,1.25,1.34,4.61,4.6,2.28
2016-07-20,25.8,30,91,97,1.33333333333333,0.4,27.9,94,39.92,10.58,6.52,5.74,3.51,7.12,3.08,2.58,7.48,1.9,0.11,0.11,1.08,1.01,4.75,4.47,2.39
2016-07-21,26.1,29.1,92,95,0.722222222222222,0,27.6,93.5,39.87,9.97,6.11,5.71,2.94,5.97,2.77,2.41,7.08,1.77,0.1,0.1,0.97,1.08,4.72,4.5,2.28
2016-07-22,25.9,30.9,72,94,1,0,28.4,83,39.82,9.96,6.21,5.81,3.86,7.84,3.26,2.45,7.09,1.79,0.32,0.31,3.04,2.91,5.47,5.16,2.59
2016-07-23,26,33,92,92,1.75,4.9,29.5,92,39.77,17.25,11.01,5.95,4.67,9.48,3.66,4.35,11.92,3.23,0.16,0.16,1.63,1.43,5.13,4.61,3.75
2016-07-24,24.5,31,92,95,1.61111111111111,0.5,27.75,93.5,39.72,10.68,6.57,5.73,4.33,8.79,3.48,2.61,7.52,1.91,0.12,0.12,1.22,1.09,4.75,4.48,2.41
2016-07-25,25.5,31.2,76,92,1.27777777777778,0.9,28.35,84,39.67,11.26,7.01,5.8,4.1,8.33,3.37,2.78,7.85,2.04,0.31,0.3,3,2.73,5.4,5.08,2.85
2016-07-26,26.2,31.4,79,92,2,2,28.8,85.5,39.62,12.89,8.11,5.86,3.95,8.02,3.3,3.2,8.9,2.36,0.31,0.29,3.14,2.52,5.39,5,3.22
2016-07-27,25.6,30.7,78,89,2.58333333333333,4.1,28.15,83.5,39.56,16,9.93,5.78,3.85,7.82,3.24,3.93,10.6,2.94,0.37,0.34,3.73,2.8,5.39,5.09,3.84
2016-07-28,26.1,30.8,82,94,1.52777777777778,0.8,28.45,88,39.51,11.07,6.91,5.81,3.72,7.55,3.18,2.73,7.78,2,0.24,0.23,2.34,2.06,5.17,4.82,2.72
2016-07-29,24.5,32.6,69,93,0.805555555555556,1.3,28.55,81,39.45,11.8,7.38,5.83,4.88,9.92,3.73,2.93,8.15,2.15,0.37,0.36,3.49,3.27,5.64,5.25,2.93
2016-07-30,26.5,33.3,88,92,0.555555555555556,6.3,29.9,90,39.39,19.23,12.38,6,4.6,9.34,3.62,4.88,13.2,3.63,0.18,0.18,1.69,1.81,5.32,4.71,4.26
2016-07-31,24.8,31.7,85,77,1.02777777777778,0.8,28.25,81,39.33,11.02,6.85,5.79,4.46,9.06,3.53,2.72,7.68,1.99,0.31,0.3,3,3.23,5.58,5.23,2.77
2016-08-01,25.5,31.8,61,85,1.02777777777778,0.8,28.65,73,39.26,11.01,6.9,5.84,4.3,8.72,3.46,2.73,7.61,2,0.51,0.5,4.89,4.66,6.28,5.75,3.03
2016-08-02,25.5,35,67,85,1.75,10.3,30.25,76,39.2,25.13,16.3,6.04,5.45,11.06,4,6.44,16.29,4.8,0.58,0.54,5.7,4.4,6.37,5.63,5.84
2016-08-03,25.8,33,70,87,2.47222222222222,10.7,29.4,78.5,39.13,25.71,16.38,5.93,4.65,9.44,3.63,6.47,16.43,4.87,0.53,0.48,5.34,3.82,5.99,5.42,5.82
2016-08-04,26.8,33.2,62,82,2.30555555555556,9.6,30,72,39.06,24.05,15.52,6.01,4.43,9,3.53,6.11,15.3,4.57,0.68,0.63,6.87,5.08,6.67,5.87,5.86
2016-08-05,27.5,35,65,84,2.38888888888889,11.6,31.25,74.5,38.99,27,17.88,6.17,4.91,9.98,3.76,7.01,17.68,5.22,0.69,0.63,6.94,4.84,6.71,5.77,6.5
2016-08-06,27.2,34.1,65,81,2.80555555555556,11.1,30.65,73,38.91,26.23,17.16,6.09,4.65,9.44,3.63,6.74,16.88,5.04,0.73,0.66,7.42,5.02,6.72,5.83,6.42
2016-08-07,26.4,33.5,67,83,3.19444444444444,8.5,29.95,75,38.84,22.34,14.4,6,4.64,9.42,3.61,5.67,14.45,4.24,0.68,0.61,7.05,4.53,6.39,5.65,5.69
2016-08-08,26.5,31.6,68,91,2.5,4.4,29.05,79.5,38.76,16.23,10.26,5.89,3.85,7.81,3.22,4.05,10.75,3.02,0.49,0.45,4.97,3.59,5.85,5.3,4.18
2016-08-09,27,33.8,74,94,2.36111111111111,8.8,30.4,84,38.68,22.74,14.8,6.06,4.56,9.26,3.58,5.82,15.22,4.34,0.42,0.39,4.27,2.95,5.79,5.05,5.22
2016-08-10,26.5,32.6,64,89,0.805555555555556,1.1,29.55,76.5,38.6,11.28,7.21,5.95,4.24,8.6,3.41,2.84,7.88,2.07,0.46,0.45,4.32,4.2,6.18,5.5,2.94
2016-08-11,25,34,71,90,1.69444444444444,10.9,29.5,80.5,38.51,25.8,16.48,5.95,5.13,10.41,3.82,6.52,16.58,4.89,0.45,0.43,4.47,3.48,5.86,5.23,5.68
2016-08-12,26.8,32.6,75,82,2.86111111111111,1.7,29.7,78.5,38.43,12.13,7.78,5.97,4.13,8.38,3.36,3.06,8.44,2.24,0.53,0.48,5.45,3.86,6.05,5.36,3.68
2016-08-13,26.8,32,70,88,2.69444444444444,4.8,29.4,79,38.34,16.7,10.64,5.93,3.87,7.86,3.23,4.19,11.07,3.12,0.52,0.47,5.27,3.73,5.95,5.31,4.34
2016-08-14,26.6,33.4,74,89,1.83333333333333,7.1,30,81.5,38.25,20.08,12.96,6.01,4.47,9.08,3.52,5.1,13.33,3.8,0.43,0.4,4.25,3.36,5.89,5.16,4.7
2016-08-15,27,34.8,71,94,1.86111111111111,6.4,30.9,82.5,38.16,19.01,12.5,6.12,4.87,9.89,3.71,4.91,12.94,3.63,0.46,0.43,4.53,3.28,5.99,5.12,4.63
2016-08-16,24,35,72,95,1.36111111111111,7.7,29.5,83.5,38.06,20.91,13.35,5.95,5.6,11.38,4,5.3,13.74,3.94,0.4,0.38,3.89,2.94,5.65,4.99,4.74
2016-08-17,25.5,35.1,68,82,1.08333333333333,5.1,30.3,75,37.97,17.03,11.06,6.05,5.31,10.78,3.88,4.39,11.36,3.22,0.53,0.51,5.11,4.59,6.46,5.58,4.17
2016-08-18,27,32.8,72,79,2.69444444444444,5.7,29.9,75.5,37.87,17.89,11.52,6,4.08,8.29,3.32,4.53,11.77,3.37,0.6,0.55,6.1,4.43,6.34,5.51,4.73
2016-08-19,26.5,31.5,61,85,3.80555555555556,1.2,29,73,37.77,11.21,7.08,5.88,3.71,7.53,3.12,2.79,7.68,2.04,0.74,0.66,7.77,4.72,6.36,5.61,4.22
2016-08-20,26.5,33.6,59,92,1.47222222222222,7.9,30.05,75.5,37.66,21.07,13.61,6.02,4.51,9.15,3.51,5.36,13.55,4,0.57,0.54,5.56,4.45,6.37,5.5,4.99
2016-08-21,25.6,35.4,61,86,0.75,8.6,30.5,73.5,37.56,22.06,14.39,6.07,5.33,10.82,3.88,5.78,14.21,4.21,0.57,0.56,5.36,4.9,6.64,5.65,4.97
2016-08-22,26.2,34.2,79,80,2.25,8.2,30.2,79.5,37.45,21.43,13.89,6.03,4.77,9.69,3.63,5.47,14.15,4.07,0.48,0.44,4.8,3.75,6.08,5.22,5.05
2016-08-23,24.6,29.2,64,85,3.5,0.8,26.9,74.5,37.34,10.51,6.34,5.62,3.36,6.82,2.91,2.52,7.04,1.86,0.59,0.53,6.17,4.12,5.78,5.36,3.68
2016-08-24,25.5,32.8,69,85,1.77777777777778,10.8,29.15,77,37.23,25.17,15.96,5.9,4.43,9,3.45,6.31,15.73,4.75,0.5,0.47,4.96,4.05,6.06,5.31,5.55
2016-08-25,26.2,35,53,80,0.777777777777778,10.4,30.6,66.5,37.12,24.54,16.03,6.08,5,10.15,3.72,6.32,15.18,4.7,0.7,0.69,6.64,6.21,7.36,6.08,5.42
2016-08-26,24.1,36,70,87,0.805555555555556,11,30.05,78.5,37,25.37,16.39,6.02,5.73,11.64,4.02,6.8,16.33,4.84,0.46,0.45,4.37,3.91,6.12,5.23,5.52
2016-08-27,26,32,60,83,1.47222222222222,5.8,29,71.5,36.89,17.71,11.19,5.88,3.97,8.06,3.22,4.42,11.17,3.3,0.58,0.56,5.71,4.99,6.49,5.62,4.35
2016-08-28,27,36,57,84,0.722222222222222,9.5,31.5,70.5,36.77,23.08,15.36,6.2,5.1,10.36,3.76,6.31,14.86,4.46,0.65,0.64,6.16,5.65,7.15,5.83,5.23
2016-08-29,27,36,68,87,0.583333333333333,9.8,31.5,77.5,36.64,23.47,15.62,6.2,5.09,10.33,3.75,6.41,15.57,4.53,0.48,0.48,4.52,4.31,6.5,5.33,5.24
2016-08-30,26.2,35.8,67,86,1.13888888888889,7.4,31,76.5,36.52,19.92,13.12,6.13,5.18,10.52,3.78,5.36,13.18,3.81,0.54,0.52,5.21,4.42,6.48,5.36,4.73
2016-08-31,26,35,67,92,1.63888888888889,5.8,30.5,79.5,36.39,17.54,11.44,6.07,4.95,10.05,3.66,4.51,11.69,3.32,0.51,0.49,5.06,3.79,6.14,5.12,4.36
2016-09-01,24.5,34.2,71,92,1.36111111111111,4.9,29.35,81.5,36.26,16.19,10.3,5.93,5,10.15,3.67,4.09,10.69,3.02,0.42,0.4,4.08,3.28,5.76,4.93,3.87
2016-09-02,25.8,34,92,95,3.5,6.9,29.9,93.5,36.13,19.05,12.27,6,4.63,9.4,3.51,4.84,13.03,3.59,0.18,0.16,1.9,1.18,5.12,4.14,3.88
2016-09-03,25.8,32.5,77,94,0.916666666666667,0.1,29.15,85.5,36,9.15,5.8,5.9,4.11,8.34,3.25,2.29,6.55,1.65,0.29,0.28,2.73,2.55,5.45,4.64,2.36
2016-09-04,24.6,31,65,90,0.777777777777778,0,27.8,77.5,35.87,8.97,5.52,5.73,3.88,7.88,3.13,2.19,6.26,1.59,0.4,0.39,3.76,3.76,5.74,5.07,2.39
2016-09-05,26.6,32.8,80,94,1.61111111111111,5.9,29.7,87,35.73,17.45,11.19,5.97,3.97,8.05,3.18,4.41,11.66,3.28,0.29,0.27,2.85,2.33,5.46,4.53,3.94
2016-09-06,25.2,31,89,94,1.05555555555556,0.4,28.1,91.5,35.59,9.47,5.87,5.77,3.69,7.5,3.03,2.33,6.66,1.69,0.15,0.15,1.46,1.44,4.91,4.19,2.22
2016-09-07,25.4,32,91,95,1.22222222222222,3.5,28.7,93,35.45,13.9,8.73,5.84,3.97,8.07,3.17,3.45,9.43,2.56,0.13,0.13,1.3,1.21,4.94,4.09,3.01
2016-09-08,25.9,30,84,95,1.25,0.7,27.95,89.5,35.31,9.83,6.07,5.75,3.07,6.23,2.71,2.4,6.83,1.76,0.19,0.18,1.86,1.77,5,4.28,2.35
2016-09-09,25.5,30.8,73,94,0.916666666666667,0.2,28.15,83.5,35.17,9.08,5.63,5.78,3.49,7.09,2.92,2.23,6.36,1.62,0.3,0.29,2.87,2.8,5.39,4.64,2.33
2016-09-10,24.8,33,89,95,1.22222222222222,6,28.9,92,35.02,17.34,10.93,5.87,4.39,8.92,3.35,4.33,11.53,3.22,0.16,0.15,1.56,1.39,5.03,4.11,3.68
2016-09-11,25.6,32.8,71,87,0.888888888888889,4.5,29.2,79,34.87,15.14,9.61,5.91,4.13,8.38,3.22,3.8,9.87,2.81,0.4,0.39,3.82,3.7,5.91,4.94,3.51
2016-09-12,24,32,85,95,1.52777777777778,4.5,28,90,34.72,15.09,9.33,5.76,4.22,8.57,3.25,3.71,9.87,2.76,0.21,0.19,2.01,1.69,4.98,4.19,3.26
2016-09-13,25.2,28.2,77,95,1.5,0,26.7,86,34.57,8.64,5.19,5.59,2.5,5.08,2.37,2.06,5.96,1.5,0.25,0.23,2.41,2.25,4.97,4.38,2.23
2016-09-14,25,31.5,68,87,1.5,4.1,28.25,77.5,34.42,14.42,8.96,5.79,3.79,7.7,3.04,3.55,9.18,2.64,0.45,0.43,4.38,3.83,5.83,4.94,3.54
2016-09-15,26,33,82,94,1.19444444444444,9.3,29.5,88,34.26,21.72,13.87,5.95,4.02,8.17,3.15,5.47,14.11,4.1,0.25,0.24,2.42,2.14,5.36,4.31,4.59
2016-09-16,26.6,33.1,87,94,0.805555555555556,6.4,29.85,90.5,34.11,17.56,11.29,5.99,3.89,7.89,3.09,4.45,11.8,3.3,0.18,0.18,1.74,1.71,5.28,4.13,3.82
2016-09-17,25,33.5,79,93,1.38888888888889,5,29.25,86,33.95,15.52,9.86,5.91,4.37,8.87,3.3,3.91,10.24,2.89,0.3,0.29,2.97,2.47,5.44,4.4,3.55
2016-09-18,25,31,68,89,1.41666666666667,0.3,28,78.5,33.79,8.87,5.48,5.76,3.56,7.22,2.9,2.17,6.12,1.57,0.42,0.4,4.08,3.62,5.71,4.8,2.58
2016-09-19,25,33,79,95,1.02777777777778,6.7,29,87,33.63,17.79,11.24,5.88,4.18,8.48,3.19,4.45,11.5,3.31,0.27,0.26,2.56,2.27,5.33,4.29,3.84
2016-09-20,26,32,52,95,0.833333333333333,1.5,29,73.5,33.46,10.46,6.61,5.88,3.6,7.31,2.92,2.61,6.99,1.9,0.52,0.51,4.95,4.64,6.31,5.14,2.77
2016-09-21,23,33.3,77,95,1.52777777777778,5.6,28.15,86,33.3,16.13,10,5.78,4.61,9.36,3.36,3.99,10.28,2.96,0.31,0.3,3.07,2.37,5.24,4.29,3.59
2016-09-22,24.2,28,74,93,2.41666666666667,3.7,26.1,83.5,33.14,13.42,7.96,5.52,2.66,5.4,2.41,3.17,8.27,2.38,0.32,0.3,3.26,2.59,5,4.36,3.12
2016-09-23,25.2,31,79,89,2,1.6,28.1,84,32.97,10.46,6.48,5.77,3.42,6.94,2.81,2.57,7.02,1.88,0.33,0.31,3.3,2.71,5.35,4.38,2.74
2016-09-24,24.8,33,92,93,1.69444444444444,4.5,28.9,92.5,32.8,14.42,9.09,5.87,4.12,8.36,3.13,3.6,9.64,2.66,0.15,0.14,1.5,1.31,5,3.85,3.07
2016-09-25,24.2,30,80,98,1.69444444444444,1.2,27.1,89,32.63,9.81,5.95,5.64,3.31,6.72,2.73,2.37,6.56,1.73,0.22,0.21,2.19,1.79,4.87,4.01,2.35
2016-09-26,22.5,24.5,83,96,2.33333333333333,1.3,23.5,89.5,32.46,9.9,5.52,5.19,1.78,3.61,1.87,2.22,6.15,1.66,0.17,0.16,1.7,1.48,4.2,3.88,2.14
2016-09-27,24.2,28,77,83,1.38888888888889,0.3,26.1,80,32.29,8.48,5.03,5.52,2.59,5.27,2.35,2,5.67,1.46,0.32,0.31,3.14,3.13,5.22,4.47,2.29
2016-09-28,23.5,31,77,83,1.38888888888889,3.8,27.25,80,32.12,13.21,8.04,5.66,3.72,7.55,2.91,3.21,8.25,2.38,0.35,0.34,3.46,3.28,5.45,4.51,3.08
2016-09-29,24.7,29.2,87,95,1.38888888888889,1.5,26.95,91,31.95,10.03,6.06,5.62,2.85,5.78,2.48,2.41,6.65,1.77,0.16,0.15,1.55,1.46,4.74,3.82,2.24
2016-09-30,25.2,31.8,82,90,2.5,1.4,28.5,86,31.77,9.84,6.15,5.82,3.55,7.2,2.83,2.44,6.69,1.77,0.32,0.29,3.23,2.4,5.3,4.15,2.65
2016-10-01,25.5,32.2,70,94,1.13888888888889,5.4,28.85,82,31.6,15.2,9.57,5.86,3.58,7.27,2.84,3.79,9.6,2.81,0.37,0.35,3.53,3.13,5.63,4.4,3.44
2016-10-02,25.6,34,62,88,0.638888888888889,7.6,29.8,75,31.43,18.09,11.63,5.98,4.07,8.26,3.07,4.59,11.12,3.41,0.5,0.49,4.67,4.5,6.36,4.88,3.91
2016-10-03,23.2,35,72,88,0.388888888888889,6.8,29.1,80,31.25,16.94,10.73,5.9,4.72,9.59,3.34,4.27,10.6,3.16,0.38,0.38,3.49,3.51,5.82,4.5,3.57
2016-10-04,26.5,35.6,65,92,0.444444444444444,7,31.05,78.5,31.07,17.13,11.3,6.14,4.3,8.73,3.17,4.57,11.05,3.26,0.46,0.46,4.27,4.05,6.33,4.67,3.78
2016-10-05,25.4,35.5,61,89,0.666666666666667,7.2,30.45,75,30.9,17.32,11.28,6.07,4.45,9.03,3.22,4.56,10.81,3.28,0.54,0.53,5.09,4.61,6.5,4.86,3.86
2016-10-06,26.1,35,70,90,0.916666666666667,7.8,30.55,80,30.72,18.04,11.78,6.08,4.16,8.44,3.09,4.64,11.51,3.42,0.44,0.43,4.17,3.7,6.11,4.51,4.04
2016-10-07,25.2,34.1,69,92,1.38888888888889,7.9,29.65,80.5,30.54,18.09,11.59,5.96,4.06,8.24,3.03,4.59,11.25,3.4,0.45,0.43,4.34,3.49,5.89,4.42,4.08
2016-10-08,24.5,33,89,92,1.11111111111111,6.6,28.75,90.5,30.37,16.29,10.24,5.85,3.87,7.85,2.92,4.06,10.46,3.02,0.18,0.17,1.71,1.65,5.08,3.73,3.4
2016-10-09,23.2,34.8,86,93,1.66666666666667,2.2,29,89.5,30.19,10.44,6.59,5.88,4.52,9.17,3.2,2.63,7.09,1.89,0.24,0.22,2.34,1.84,5.18,3.78,2.52
2016-10-10,23.6,27.2,68,92,1.11111111111111,0,25.4,80,30.01,7.5,4.38,5.43,2.31,4.69,2.12,1.75,4.99,1.27,0.31,0.3,2.98,3.05,5.08,4.21,2.02
2016-10-11,24.1,31.5,80,87,0.555555555555556,5.9,27.8,83.5,29.83,15.15,9.33,5.73,3.47,7.05,2.72,3.71,9.25,2.77,0.27,0.26,2.49,2.76,5.33,4.08,3.11
2016-10-12,23.2,32.2,55,95,0.833333333333333,4.1,27.7,75,29.66,12.74,7.83,5.72,3.8,7.71,2.86,3.12,7.63,2.3,0.49,0.48,4.66,4.17,5.91,4.58,2.95
2016-10-13,22.5,32.5,54,87,0.833333333333333,7.7,27.5,70.5,29.48,17.34,10.6,5.69,3.96,8.05,2.92,4.24,9.6,3.17,0.55,0.54,5.27,4.88,6.24,4.82,3.64
2016-10-14,22.5,32.5,60,95,0.833333333333333,7.6,27.5,77.5,29.3,17.12,10.47,5.69,3.94,8,2.9,4.19,9.77,3.13,0.44,0.44,4.23,3.72,5.68,4.38,3.55
2016-10-15,21.5,32,59,85,0.833333333333333,4.1,26.75,72,29.13,12.55,7.55,5.6,3.95,8.01,2.89,3.03,7.29,2.24,0.5,0.49,4.72,4.5,5.94,4.65,2.87
2016-10-16,21.2,32.5,58,90,0.277777777777778,7.8,26.85,74,28.95,17.22,10.38,5.61,4.08,8.28,2.94,4.18,9.46,3.12,0.44,0.45,4.09,4.19,5.81,4.52,3.22
2016-10-17,27.2,33.5,51,85,0.555555555555556,9.1,30.35,68,28.78,18.79,12.21,6.05,3.26,6.63,2.6,4.8,10.83,3.56,0.62,0.62,5.84,5.88,7.14,5.1,3.89
2016-10-18,27.1,34,46,91,0.555555555555556,9,30.55,68.5,28.6,18.57,12.12,6.08,3.41,6.92,2.66,4.76,10.71,3.53,0.65,0.64,6.06,5.83,7.14,5.07,3.87
2016-10-19,21.1,33.5,50,86,0.555555555555556,8.5,27.3,68,28.43,17.85,10.87,5.67,4.24,8.6,2.99,4.37,9.44,3.26,0.59,0.59,5.57,5.25,6.42,4.85,3.49
2016-10-20,21.9,32.8,44,86,0.555555555555556,8.2,27.35,65,28.25,17.39,10.6,5.67,3.95,8.02,2.86,4.25,9.02,3.17,0.64,0.64,5.98,5.76,6.73,5.02,3.4
2016-10-21,21.2,32,46,86,0.472222222222222,8.4,26.6,66,28.08,17.56,10.52,5.58,3.84,7.81,2.8,4.24,8.95,3.17,0.58,0.58,5.43,5.43,6.45,4.89,3.28
2016-10-22,21.1,32.8,46,84,0.472222222222222,8.8,26.95,65,27.91,17.97,10.86,5.62,4.01,8.14,2.87,4.37,9.13,3.27,0.62,0.62,5.74,5.67,6.63,4.95,3.36
