"Date","T_min","T_max","RH_min","RH_max","WS","SH","T_mean","RH","Ra","Rs","ETo_H","ETo_BC","ETo_HS","ETo_RZ","ETo_DR","ETo_RI","ETo_PT","ETo_MK","ETo_DA","ETo_RH","ETo_ME","ETo_RO","ETo_SH","ETo_AH","ETo"
2010-01-01,10.6,19.4,61,88,1.58333333333333,4.3,15,74.5,22.39,10.22,4.53,4.12,2.04,4.15,1.7,1.95,3.88,1.46,0.25,0.23,2.43,2.45,3.22,3.15,1.85
2010-01-02,8.9,17.4,57,93,1.08333333333333,0,13.15,75,22.44,5.61,2.34,3.89,1.9,3.86,1.62,1.03,2.77,0.71,0.21,0.2,1.99,2.18,2.81,3.03,1.34
2010-01-03,9.4,16.3,71,87,1.13888888888889,0,12.85,79,22.5,5.62,2.33,3.85,1.7,3.45,1.52,1.02,2.77,0.71,0.15,0.15,1.49,1.81,2.6,2.91,1.21
2010-01-04,10.1,14.5,73,85,1.52777777777778,0,12.3,79,22.55,5.64,2.29,3.78,1.34,2.71,1.32,1,2.74,0.7,0.15,0.14,1.47,1.75,2.49,2.89,1.25
2010-01-05,11,15,69,88,1.08333333333333,0,13,78.5,22.62,5.65,2.35,3.87,1.31,2.65,1.3,1.02,2.8,0.72,0.15,0.15,1.46,1.86,2.65,2.94,1.2
2010-01-06,5.9,16.3,65,93,0.805555555555556,0,11.1,79,22.68,5.67,2.21,3.63,1.98,4.03,1.67,0.99,2.67,0.68,0.15,0.15,1.43,1.64,2.25,2.85,1.13
2010-01-07,5,18.4,61,93,0.861111111111111,5.9,11.7,77,22.75,12.11,4.82,3.7,2.31,4.68,1.82,2.17,3.96,1.62,0.19,0.19,1.8,1.86,2.43,2.93,1.6
2010-01-08,6.7,19.9,53,91,0.472222222222222,4.8,13.3,72,22.82,10.94,4.59,3.9,2.42,4.91,1.89,2.03,3.85,1.51,0.24,0.24,2.2,2.46,2.96,3.17,1.5
2010-01-09,6.2,21.4,56,91,0.555555555555556,7,13.8,73.5,22.9,13.37,5.71,3.97,2.65,5.38,1.99,2.52,4.47,1.9,0.24,0.24,2.29,2.39,3,3.16,1.73
2010-01-10,10.8,20.8,65,86,1.27777777777778,4.5,15.8,75.5,22.98,10.67,4.84,4.22,2.29,4.65,1.84,2.08,4.2,1.56,0.24,0.23,2.31,2.45,3.35,3.22,1.83
2010-01-11,9,17.6,71,82,1.30555555555556,3.7,13.3,76.5,23.06,9.83,4.13,3.9,1.97,4.01,1.68,1.81,3.76,1.35,0.18,0.17,1.77,2.07,2.78,3.06,1.59
2010-01-12,9,13.5,62,79,1.80555555555556,0,11.25,70.5,23.15,5.79,2.27,3.65,1.34,2.72,1.33,1,2.73,0.7,0.21,0.19,2.03,2.33,2.55,3.11,1.51
2010-01-13,5.5,15.8,71,81,0.972222222222222,0.9,10.65,76,23.24,6.8,2.61,3.57,1.99,4.04,1.68,1.18,2.9,0.83,0.15,0.15,1.44,1.83,2.24,2.95,1.23
2010-01-14,9.5,15.9,56,92,0.777777777777778,0.3,12.7,74,23.33,6.17,2.54,3.83,1.69,3.43,1.54,1.11,2.93,0.78,0.19,0.18,1.78,2.22,2.75,3.13,1.26
2010-01-15,8.9,20.9,72,93,1.33333333333333,5,14.9,82.5,23.43,11.41,5.04,4.11,2.49,5.06,1.95,2.19,4.45,1.64,0.18,0.17,1.73,1.67,2.89,2.99,1.75
2010-01-16,10.7,18.6,82,90,1.52777777777778,3.4,14.65,86,23.53,9.67,4.24,4.07,2.01,4.09,1.72,1.83,4.05,1.37,0.12,0.12,1.2,1.32,2.73,2.87,1.49
2010-01-17,10.6,13.3,84,91,1.47222222222222,0,11.95,87.5,23.64,5.91,2.37,3.73,1.08,2.2,1.19,1.04,2.88,0.73,0.08,0.08,0.83,1.02,2.19,2.76,1.06
2010-01-18,8.3,13.2,86,93,1.22222222222222,0,10.75,89.5,23.74,5.94,2.29,3.58,1.41,2.86,1.38,1.02,2.81,0.71,0.07,0.06,0.64,0.81,1.92,2.69,0.98
2010-01-19,8.9,11.7,77,89,1.58333333333333,0,10.3,83,23.85,5.96,2.26,3.53,1.05,2.14,1.17,1,2.78,0.71,0.11,0.1,1.04,1.27,1.99,2.84,1.12
2010-01-20,8.9,15.6,68,62,1.83333333333333,2.4,12.25,65,23.97,8.7,3.53,3.77,1.75,3.55,1.58,1.55,3.46,1.15,0.25,0.23,2.47,2.91,3.02,3.41,1.84
2010-01-21,6.7,16.3,69.5,95,1.38888888888889,1.2,11.5,82.25,24.09,7.38,2.92,3.68,2.05,4.17,1.74,1.3,3.21,0.93,0.14,0.14,1.39,1.42,2.24,2.93,1.34
2010-01-22,6.4,13.4,71,93,1.11111111111111,1.2,9.9,82,24.21,7.42,2.77,3.48,1.66,3.38,1.54,1.25,3.08,0.9,0.11,0.11,1.1,1.32,1.93,2.88,1.2
2010-01-23,7.5,14.5,67,93,1.04166666666667,3.9,11,80,24.33,10.53,4.09,3.61,1.74,3.53,1.59,1.82,3.85,1.36,0.14,0.13,1.31,1.56,2.2,2.99,1.46
2010-01-24,7.6,16.7,75,93,0.972222222222222,3.7,12.15,84,24.45,10.35,4.18,3.76,2.07,4.21,1.77,1.85,4.01,1.38,0.12,0.12,1.14,1.32,2.31,2.94,1.45
2010-01-25,6.5,17.5,52,94,0.555555555555556,5,12,73,24.58,11.89,4.78,3.74,2.28,4.63,1.87,2.13,4.19,1.59,0.21,0.21,1.93,2.22,2.63,3.24,1.61
2010-01-26,5.9,21.4,55,93,0.75,6.4,13.65,74,24.72,13.56,5.76,3.95,2.87,5.83,2.16,2.55,4.86,1.92,0.25,0.25,2.4,2.33,2.95,3.33,1.94
2010-01-27,9.2,20.8,63,93,1.16666666666667,4.8,15,78,24.85,11.77,5.21,4.12,2.61,5.29,2.05,2.26,4.71,1.7,0.22,0.21,2.15,2.11,3.08,3.28,1.92
2010-01-28,9.2,22.4,40,95,0.722222222222222,5.2,15.8,67.5,24.99,12.29,5.57,4.22,2.86,5.81,2.18,2.41,4.71,1.81,0.35,0.35,3.32,3.25,3.75,3.7,2.04
2010-01-29,6.9,23.3,45,91,0.527777777777778,5.4,15.1,68,25.13,12.58,5.59,4.13,3.14,6.38,2.3,2.45,4.75,1.83,0.34,0.33,3.14,3.09,3.55,3.65,1.93
2010-01-30,9.8,14.2,48,90,0.583333333333333,6.9,12,69,25.27,14.4,5.79,3.74,1.48,3.01,1.47,2.54,4.82,1.95,0.2,0.19,1.84,2.55,2.78,3.42,1.79
2010-01-31,8.1,24.5,29,86,0.861111111111111,8.4,16.3,57.5,25.42,16.23,7.47,4.28,3.29,6.69,2.38,3.24,5.47,2.46,0.5,0.49,4.75,4.35,4.54,4.14,2.62
2010-02-01,7.2,25.8,29,88,0.916666666666667,8.4,16.5,58.5,25.56,16.31,7.55,4.31,3.55,7.21,2.5,3.29,5.55,2.48,0.53,0.52,5.1,4.29,4.51,4.14,2.76
2010-02-02,9.6,24.8,28,75,0.972222222222222,8,17.2,51.5,25.71,15.91,7.52,4.4,3.29,6.69,2.4,3.23,5.48,2.45,0.56,0.54,5.32,5.18,5.34,4.49,2.8
2010-02-03,9.3,25.3,32,84,1.13888888888889,8.5,17.3,58,25.86,16.58,7.86,4.41,3.41,6.92,2.46,3.38,5.87,2.57,0.53,0.51,5.14,4.51,4.77,4.27,2.97
2010-02-04,7.5,24.2,37,86,1.16666666666667,8.7,15.85,61.5,26.02,16.9,7.68,4.23,3.36,6.82,2.43,3.35,5.89,2.54,0.46,0.44,4.44,3.85,4.12,4.02,2.86
2010-02-05,7,23.5,33,86,0.972222222222222,6.4,15.25,59.5,26.18,14.22,6.35,4.15,3.3,6.7,2.41,2.78,5.14,2.09,0.45,0.44,4.33,3.94,4.1,4.06,2.54
2010-02-06,8.2,24,44,93,0.972222222222222,8,16.1,68.5,26.33,16.22,7.42,4.26,3.33,6.76,2.43,3.22,6.05,2.45,0.38,0.37,3.64,3.19,3.76,3.83,2.61
2010-02-07,9.2,25,49,92,0.361111111111111,5.7,17.1,70.5,26.49,13.52,6.37,4.38,3.45,7,2.5,2.74,5.59,2.06,0.33,0.34,3.09,3.14,3.88,3.84,2.06
2010-02-08,10.1,25.5,43,97,0.555555555555556,4.5,17.8,70,26.66,12.13,5.83,4.47,3.49,7.1,2.53,2.5,5.26,1.86,0.38,0.38,3.6,3.3,4.07,3.92,2.13
2010-02-09,13.6,26.2,68,88,0.388888888888889,2.5,19.9,78,26.82,9.76,4.96,4.74,3.37,6.84,2.49,2.08,5.04,1.54,0.25,0.25,2.32,2.66,4.08,3.73,1.8
2010-02-10,13.3,22.2,53,89,1.63888888888889,0,17.75,71,26.99,6.75,3.24,4.46,2.69,5.45,2.17,1.37,3.79,0.98,0.34,0.33,3.39,3.18,4,3.91,2.07
2010-02-11,12.9,26.6,50,92,0.722222222222222,5.9,19.75,71,27.15,14.05,7.12,4.72,3.54,7.19,2.58,3,6.3,2.26,0.39,0.38,3.67,3.48,4.45,4.06,2.5
2010-02-12,9.8,27.5,62,91,0.916666666666667,4.9,18.65,76.5,27.32,12.88,6.34,4.58,3.93,7.98,2.74,2.71,5.97,2.02,0.32,0.32,3.1,2.69,3.9,3.78,2.39
2010-02-13,11,22.5,51,93,1.19444444444444,0,16.75,72,27.49,6.87,3.21,4.34,3.02,6.14,2.34,1.37,3.79,0.98,0.32,0.31,3.11,2.93,3.72,3.86,1.9
2010-02-14,14.5,24.5,58,87,2.02777777777778,9.3,19.5,72.5,27.66,18.5,9.32,4.69,3.06,6.22,2.38,3.9,7.91,3,0.39,0.36,3.85,3.27,4.3,4.03,3.33
2010-02-15,10,23.5,45,93,1.11111111111111,6.6,16.75,69,27.84,15.22,7.1,4.34,3.32,6.73,2.49,3.05,6.2,2.32,0.37,0.36,3.6,3.24,3.88,4.01,2.68
2010-02-16,12.1,25.5,48,89,0.75,6.5,18.8,68.5,28.01,15.17,7.49,4.6,3.52,7.15,2.6,3.17,6.59,2.41,0.39,0.38,3.68,3.63,4.39,4.19,2.62
2010-02-17,10.5,26.5,37,90,0.555555555555556,7.3,18.5,63.5,28.19,16.26,7.97,4.56,3.84,7.8,2.74,3.4,6.68,2.57,0.47,0.46,4.38,4.14,4.66,4.39,2.66
2010-02-18,10.6,27.2,29,76,1.69444444444444,8.5,18.9,52.5,28.36,17.86,8.85,4.61,3.98,8.08,2.81,3.77,6.89,2.86,0.7,0.66,6.9,5.49,5.76,4.9,3.95
2010-02-19,9.2,25.5,41,84,1.80555555555556,9.5,17.35,62.5,28.54,19.22,9.12,4.41,3.8,7.72,2.73,3.93,7.45,3,0.52,0.49,5.18,4.04,4.44,4.37,3.68
2010-02-20,9.3,24.4,44,92,0.888888888888889,8.9,16.85,68,28.72,18.55,8.68,4.35,3.63,7.37,2.66,3.74,7.35,2.86,0.39,0.38,3.7,3.36,3.96,4.14,2.95
2010-02-21,10.35,25.2,46,88,0.777777777777778,8.8,17.775,67,28.9,18.51,8.89,4.47,3.72,7.55,2.71,3.8,7.56,2.91,0.4,0.39,3.76,3.62,4.24,4.27,2.96
2010-02-22,11.4,26,45,91,0.833333333333333,8.1,18.7,68,29.08,17.7,8.72,4.58,3.81,7.73,2.76,3.7,7.54,2.83,0.42,0.41,3.98,3.67,4.4,4.31,3
2010-02-23,11.5,26.2,57,88,0.472222222222222,3.7,18.85,72.5,29.26,12.1,5.99,4.6,3.86,7.83,2.79,2.54,5.91,1.9,0.32,0.32,3.03,3.17,4.16,4.15,2.19
2010-02-24,13.8,26.5,45,86.5,0.805555555555556,3.4,20.15,65.75,29.44,11.77,6.03,4.77,3.74,7.59,2.75,2.53,5.85,1.89,0.45,0.44,4.25,4.19,4.9,4.55,2.5
2010-02-25,12.2,28.3,39,85,0.833333333333333,8.7,20.25,62,29.62,18.74,9.63,4.78,4.24,8.62,2.98,4.06,8.09,3.09,0.54,0.53,5.17,4.67,5.23,4.75,3.35
2010-02-26,14.2,28.2,43,88,NA,9.1,21.2,65.5,29.8,19.36,10.19,4.9,4.08,8.29,2.93,4.25,8.67,3.24,NA,NA,NA,4.42,5.18,4.68,NA
2010-02-27,13.9,28,47,91,NA,8,20.95,69,29.98,18,9.42,4.87,4.09,8.31,2.94,3.94,8.31,2.99,NA,NA,NA,3.93,4.86,4.52,NA
2010-02-28,14.5,28.5,48,89,NA,7.7,21.5,68.5,30.16,17.69,9.39,4.94,4.16,8.45,2.98,3.91,8.36,2.97,NA,NA,NA,4.09,5.02,4.6,NA
2010-03-01,13.3,32.1,56,51,NA,7.9,22.7,53.5,30.34,18.04,9.86,5.09,5,10.15,3.34,4.12,8.68,3.09,NA,NA,NA,6.35,6.79,5.45,NA
2010-03-02,14.75,31.8,55,66,NA,6.6,23.275,60.5,30.53,16.4,9.09,5.16,4.86,9.87,3.3,3.77,8.27,2.82,NA,NA,NA,5.52,6.16,5.17,NA
2010-03-03,16.2,31.5,56,81,NA,7.5,23.85,68.5,30.71,17.68,9.94,5.23,4.69,9.53,3.24,4.09,9.1,3.08,NA,NA,NA,4.51,5.57,4.82,NA
2010-03-04,14,29.5,57,84,NA,5.5,21.75,70.5,30.89,15.08,8.05,4.97,4.51,9.16,3.16,3.36,7.69,2.52,NA,NA,NA,3.87,4.94,4.59,NA
2010-03-05,17.1,30.5,69,85,1.02777777777778,8.6,23.8,77,31.07,19.32,10.85,5.23,4.44,9.02,3.15,4.45,10.22,3.37,0.36,0.35,3.47,3.29,4.95,4.4,3.66
2010-03-06,17,32.6,55,84,1.94444444444444,8,24.8,69.5,31.25,18.6,10.7,5.35,4.93,10.02,3.38,4.38,9.82,3.29,0.64,0.6,6.35,4.54,5.71,4.88,4.37
2010-03-07,13.9,29.5,39,76,1.77777777777778,3.9,21.7,57.5,31.43,13.13,7,4.96,4.6,9.34,3.22,2.92,6.66,2.18,0.71,0.67,7.07,5.56,6.04,5.27,3.81
2010-03-08,14.1,30,34,86,1.61111111111111,7.6,22.05,60,31.61,18.22,9.8,5.01,4.71,9.57,3.27,4.08,8.54,3.09,0.73,0.69,7.17,5.31,5.88,5.2,4.26
2010-03-09,12.1,30,39,82,1.52777777777778,8.8,21.05,60.5,31.79,19.94,10.46,4.88,4.9,9.96,3.35,4.4,9.08,3.33,0.68,0.64,6.63,5.03,5.57,5.11,4.28
2010-03-10,10.8,29,40,79,0.916666666666667,9.3,19.9,59.5,31.97,20.7,10.54,4.74,4.82,9.8,3.31,4.47,9.14,3.4,0.58,0.56,5.51,4.9,5.35,5.07,3.78
2010-03-11,10.9,29.5,41,80,0.888888888888889,9.2,20.2,60.5,32.15,20.65,10.6,4.77,4.94,10.04,3.37,4.49,9.26,3.41,0.58,0.57,5.51,4.84,5.34,5.07,3.79
2010-03-12,13.7,30,43,81,0.805555555555556,7.5,21.85,62,32.32,18.4,9.85,4.98,4.86,9.86,3.36,4.11,8.88,3.11,0.57,0.56,5.46,5,5.64,5.16,3.57
2010-03-13,13.3,28.9,35,82,0.972222222222222,3.7,21.1,58.5,32.5,13.23,6.95,4.89,4.69,9.51,3.29,2.91,6.73,2.18,0.62,0.61,5.97,5.29,5.77,5.28,3.16
2010-03-14,14.4,31.4,35,80,1.27777777777778,8.6,22.9,57.5,32.67,20.08,11.03,5.11,5.15,10.45,3.5,4.58,9.55,3.46,0.76,0.73,7.36,5.85,6.37,5.51,4.38
2010-03-15,14.9,32,37,85,0.916666666666667,8.2,23.45,61,32.85,19.6,10.92,5.18,5.26,10.68,3.56,4.52,9.65,3.4,0.7,0.68,6.69,5.49,6.15,5.4,4.03
2010-03-16,17.5,33.4,57,78,1,8,25.45,67.5,33.02,19.4,11.33,5.44,5.34,10.85,3.63,4.63,10.61,3.47,0.58,0.56,5.56,4.96,6.03,5.22,4.11
2010-03-17,18.7,29.9,43,81,1.80555555555556,5.6,24.3,62,33.19,16.12,9.16,5.29,4.39,8.91,3.22,3.74,8.6,2.81,0.7,0.66,6.91,5.54,6.27,5.45,4.16
2010-03-18,18.2,32.4,46,84,1.08333333333333,7.3,25.3,65,33.36,18.57,10.81,5.42,5.08,10.32,3.53,4.41,9.99,3.31,0.66,0.64,6.32,5.31,6.23,5.39,4.09
2010-03-19,17.1,34,33,89,0.527777777777778,7.3,25.55,61,33.53,18.64,10.91,5.45,5.61,11.39,3.76,4.46,9.75,3.33,0.76,0.76,7.12,5.98,6.7,5.65,3.75
2010-03-20,17.45,34.7,36,85,0.583333333333333,8.2,26.075,60.5,33.7,19.98,11.84,5.51,5.76,11.7,3.83,4.83,10.51,3.6,0.78,0.78,7.33,6.18,6.9,5.74,4.05
2010-03-21,17.8,35.4,39,81,0.638888888888889,7.6,26.6,60,33.87,19.21,11.51,5.58,5.92,12.02,3.91,4.78,10.39,3.48,0.8,0.79,7.53,6.39,7.09,5.83,4.07
2010-03-22,20.4,36.1,33,77,0.611111111111111,7.9,28.25,55,34.03,19.7,12.25,5.79,5.83,11.83,3.9,5.18,10.72,3.65,0.93,0.92,8.75,7.66,8.22,6.31,4.23
2010-03-23,17.1,36.9,46,62,1.02777777777778,7.6,27,54,34.19,19.35,11.7,5.63,6.4,12.99,4.11,5.19,10.64,3.53,0.9,0.88,8.67,7.46,8,6.26,4.6
2010-03-24,15.7,37.1,27,84,0.972222222222222,7.7,26.4,55.5,34.35,19.56,11.67,5.56,6.59,13.38,4.19,5.25,10.13,3.54,1.06,1.04,10.19,7.05,7.61,6.13,4.67
2010-03-25,17.9,37.9,51,69,0.972222222222222,8.1,27.9,60,34.51,20.19,12.46,5.74,6.62,13.44,4.22,5.73,11.61,3.73,0.84,0.82,8.05,6.72,7.44,6.01,4.71
2010-03-26,17.9,37.8,28,85,0.777777777777778,5.9,27.85,56.5,34.67,17.11,10.55,5.74,6.63,13.45,4.23,4.83,9.5,3.14,1.06,1.04,10.03,7.29,7.89,6.24,4.19
2010-03-27,18.1,37.8,26,86,0.611111111111111,6.8,27.95,56,34.83,18.46,11.4,5.75,6.64,13.48,4.25,5.22,10.07,3.4,1.05,1.04,9.88,7.4,7.99,6.3,4.16
2010-03-28,18,38.8,23,88,0.638888888888889,7.2,28.4,55.5,34.98,19.1,11.91,5.81,6.92,14.04,4.37,5.67,10.34,3.54,1.15,1.13,10.78,7.61,8.19,6.39,4.35
2010-03-29,20,38,41,89,1.13888888888889,6.8,29,65,35.14,18.58,11.74,5.88,6.55,13.29,4.24,5.38,11.01,3.47,0.93,0.9,8.99,6.12,7.14,5.86,4.74
2010-03-30,18.6,34.9,48,87,1.91666666666667,7.3,26.75,67.5,35.29,19.36,11.65,5.6,5.96,12.09,3.99,4.73,11.08,3.52,0.8,0.75,7.98,5.22,6.34,5.55,5.03
2010-03-31,20.3,35,47,93,1.77777777777778,6,27.65,70,35.44,17.54,10.76,5.71,5.79,11.77,3.94,4.34,10.44,3.21,0.78,0.73,7.69,4.99,6.32,5.48,4.69
2010-04-01,18.9,35.2,21,64,0.972222222222222,5.85,27.05,42.5,35.58,17.38,10.52,5.64,6.05,12.28,4.04,4.31,9.14,3.16,1.15,1.12,10.99,9.35,10.18,7.1,4.46
2010-04-02,18.2,38.7,15,60,1.25,5.7,28.45,37.5,35.73,17.21,10.75,5.81,7.02,14.26,4.44,5.09,8.97,3.18,1.52,1.46,14.75,10.71,12.14,7.6,5.25
2010-04-03,17.1,39.6,21,53,1.38888888888889,7.8,28.35,37,35.87,20.32,12.66,5.8,7.37,14.96,4.58,6.23,10.36,3.78,1.54,1.47,15.02,10.76,12.26,7.64,5.88
2010-04-04,19.6,39.7,21,68,0.916666666666667,8.6,29.65,44.5,36.01,21.55,13.8,5.96,7.19,14.6,4.54,6.75,11.4,4.07,1.39,1.36,13.3,9.95,10.66,7.34,5.26
2010-04-05,17.6,39.8,21,57,1.13888888888889,8.1,28.7,39,36.15,20.87,13.1,5.84,7.43,15.09,4.62,6.49,10.76,3.9,1.48,1.43,14.3,10.55,11.77,7.59,5.55
2010-04-06,20.7,40,23,42,1.5,7.8,30.35,32.5,36.29,20.49,13.32,6.05,7.2,14.62,4.57,6.56,10.77,3.9,1.68,1.6,16.45,12.41,14.94,8.26,6.18
2010-04-07,18.4,40,22,57,2.11111111111111,8,29.2,39.5,36.42,20.83,13.22,5.91,7.47,15.16,4.66,6.57,10.95,3.91,1.72,1.6,17.26,10.66,11.83,7.65,7.08
2010-04-08,18.8,39.8,22,89,1.27777777777778,9.1,29.3,55.5,36.55,22.5,14.31,5.92,7.4,15.03,4.64,7.05,12.27,4.24,1.36,1.3,13.16,7.87,8.45,6.64,5.91
2010-04-09,16.8,38.7,24,80,0.777777777777778,8.1,27.75,52,36.68,21.08,12.96,5.73,7.34,14.9,4.6,6.18,11.28,3.89,1.18,1.16,11.2,8.01,8.54,6.72,4.89
2010-04-10,20.2,39.8,23,94,1.16666666666667,8,30,58.5,36.81,20.98,13.54,6.01,7.31,14.84,4.63,6.63,11.95,3.98,1.29,1.25,12.5,7.53,8.21,6.54,5.55
2010-04-11,20.5,40.6,23,83,1.08333333333333,7.1,30.55,53,36.93,19.7,12.86,6.08,7.51,15.26,4.72,6.48,11.31,3.75,1.39,1.35,13.38,8.7,9.22,6.97,5.37
2010-04-12,21.9,41.4,36,90,1.08333333333333,8,31.65,63,37.06,21.08,14.07,6.22,7.59,15.42,4.78,7.25,13.04,4.07,1.18,1.15,11.4,7.12,8.04,6.4,5.54
2010-04-13,25.5,39.6,53,82,1.63888888888889,8.5,32.55,67.5,37.18,21.86,14.86,6.33,6.6,13.39,4.41,7.08,14.37,4.26,0.96,0.91,9.48,6.46,7.72,6.16,5.89
2010-04-14,21,37,51,65,1.77777777777778,7.3,29,58,37.3,20.13,12.72,5.88,6.55,13.3,4.35,5.57,12.09,3.77,0.97,0.92,9.64,7.35,8,6.53,5.51
2010-04-15,25.6,38.8,56,85,1.83333333333333,7.2,32.2,70.5,37.41,20.02,13.52,6.29,6.38,12.95,4.33,6.25,13.34,3.88,0.88,0.83,8.72,5.79,7.31,5.95,5.53
2010-04-16,24.6,37.3,54,69,2.19444444444444,6.6,30.95,61.5,37.53,19.17,12.62,6.13,6.12,12.42,4.21,5.52,12.2,3.66,1.02,0.94,10.23,7.23,8.05,6.49,5.7
2010-04-17,25.4,35,57.5,77,2.25,7.7,30.2,67.25,37.64,20.84,13.51,6.03,5.25,10.67,3.85,5.34,13.16,3.96,0.83,0.77,8.32,5.99,7.19,6.06,5.59
2010-04-18,24.7,37,61,80,2.69444444444444,2.9,30.85,70.5,37.75,13.75,9.03,6.12,6.04,12.27,4.19,3.9,9.39,2.59,0.86,0.78,8.75,5.52,7,5.89,4.7
2010-04-19,23.9,32.4,59,83,3.13888888888889,3.3,28.15,71,37.85,14.37,8.92,5.78,4.76,9.66,3.61,3.55,9.26,2.63,0.74,0.67,7.62,4.92,6.34,5.7,4.58
2010-04-20,25.3,35.3,47,80,1.44444444444444,3.6,30.3,63.5,37.96,14.85,9.64,6.05,5.42,11,3.93,3.86,9.69,2.79,0.86,0.82,8.43,6.7,7.63,6.35,4.36
2010-04-21,25.5,37.4,47,88,1.38888888888889,5.3,31.45,67.5,38.06,17.41,11.58,6.19,6.07,12.32,4.22,5.07,11.45,3.33,0.88,0.84,8.6,6.21,7.45,6.17,4.83
2010-04-22,24.9,37.9,23,90,1.27777777777778,5.8,31.4,56.5,38.16,18.19,12.08,6.19,6.35,12.9,4.34,5.41,11.17,3.48,1.23,1.18,11.96,8.3,8.89,6.94,5.23
2010-04-23,23.8,40.5,15,63,1.08333333333333,7.8,32.15,39,38.26,21.21,14.3,6.28,7.33,14.88,4.74,7.09,11.78,4.11,1.67,1.62,16.06,11.95,13.19,8.27,5.78
2010-04-24,23,41.3,18,76,0.958333333333333,5.9,32.15,47,38.35,18.4,12.41,6.28,7.69,15.62,4.89,6.35,10.92,3.55,1.55,1.51,14.86,10.39,10.94,7.71,5.2
2010-04-25,21.6,41,15,37,0.833333333333333,5.7,31.3,26,38.45,18.13,12.02,6.17,7.8,15.84,4.92,6.11,9.85,3.47,1.75,1.72,16.65,14.07,19.26,9.07,4.98
2010-04-26,23.7,41.3,24,88,1.22222222222222,9.2,32.5,56,38.54,23.39,15.88,6.32,7.63,15.5,4.88,8.1,14.03,4.56,1.44,1.39,13.95,8.73,9.29,7.12,6.28
2010-04-27,23.9,40.4,46,73,2.41666666666667,8.5,32.15,59.5,38.63,22.37,15.09,6.28,7.35,14.93,4.77,7.45,14.27,4.35,1.31,1.21,13.28,7.94,8.65,6.85,6.93
2010-04-28,23.9,34.2,47,63,3.08333333333333,8.5,29.05,55,38.71,22.4,14.17,5.89,5.46,11.09,3.97,5.63,13.2,4.21,1.16,1.05,11.94,7.89,8.45,6.87,6.75
2010-04-29,25.4,35,46,75,2.27777777777778,6.8,30.2,60.5,38.8,19.88,12.88,6.03,5.41,10.99,3.96,5.09,12.38,3.77,1.02,0.94,10.25,7.22,7.99,6.63,5.83
2010-04-30,21.3,34.8,54,81,2.61111111111111,7.6,28.05,67.5,38.88,21.11,13.06,5.76,6.15,12.48,4.25,5.25,12.84,3.91,0.84,0.77,8.55,5.49,6.65,6.01,5.73
2010-05-01,24.4,33.1,52,74,2.86111111111111,9.3,28.75,63,38.96,23.68,14.88,5.85,5.02,10.19,3.78,5.91,14.2,4.44,0.92,0.84,9.42,6.41,7.3,6.36,6.32
2010-05-02,22.4,35,47,83,2.30555555555556,8.3,28.7,65,39.04,22.2,13.94,5.84,6.05,12.28,4.22,5.57,13.42,4.15,0.91,0.84,9.21,6.06,7.06,6.23,5.97
2010-05-03,23.2,33,38,89,1.13888888888889,1.1,28.1,63.5,39.11,11.43,7.08,5.77,5.27,10.71,3.89,2.83,7.61,2.06,0.77,0.74,7.4,6.17,7.08,6.29,3.51
2010-05-04,24.9,37.3,33,68,1.30555555555556,8.4,31.1,50.5,39.18,22.4,14.78,6.15,6.33,12.86,4.38,6.46,13.36,4.3,1.21,1.16,11.79,9.35,9.85,7.43,5.89
2010-05-05,25.2,37.4,45,67,1.66666666666667,5.6,31.3,56,39.26,18.21,12.07,6.17,6.32,12.83,4.38,5.29,11.64,3.49,1.11,1.05,10.97,8.37,8.94,7.08,5.45
2010-05-06,24.1,34.9,40,73,2.5,8.2,29.5,56.5,39.32,22.13,14.13,5.95,5.74,11.65,4.11,5.61,13.22,4.18,1.14,1.04,11.51,7.75,8.35,6.88,6.48
2010-05-07,24.9,34.4,35,79,2.22222222222222,9.3,29.65,57,39.39,23.8,15.25,5.96,5.41,10.98,3.98,6.04,14.08,4.51,1.1,1.02,11.08,7.71,8.32,6.87,6.52
2010-05-08,22.9,32.9,42,91,1.41666666666667,3.6,27.9,66.5,39.46,15.27,9.42,5.74,5.35,10.86,3.93,3.76,9.64,2.79,0.74,0.7,7.19,5.62,6.71,6.12,4.21
2010-05-09,23.5,35.7,32,85,0.972222222222222,9.4,29.6,58.5,39.52,23.99,15.35,5.96,6.14,12.47,4.29,6.3,14.15,4.55,0.96,0.93,9.18,7.42,8.1,6.78,5.57
2010-05-10,24.4,38.3,22,85,1.30555555555556,10,31.35,53.5,39.58,24.91,16.53,6.18,6.81,13.82,4.59,7.53,14.58,4.81,1.31,1.26,12.75,8.86,9.38,7.29,6.4
2010-05-11,25,40.1,17,85,1.5,8.6,32.55,51,39.64,22.82,15.51,6.33,7.28,14.78,4.8,7.55,13.54,4.45,1.57,1.49,15.37,9.74,10.21,7.6,6.59
2010-05-12,24.3,41.4,11,43,1.27777777777778,8.6,32.85,27,39.69,22.83,15.61,6.37,7.8,15.84,5.01,7.98,12.05,4.47,2.01,1.93,19.53,14.66,19.47,9.38,6.55
2010-05-13,23.7,42.7,9,40,1.58333333333333,9.9,33.2,24.5,39.75,24.8,17.07,6.41,8.29,16.84,5.2,9.13,12.57,4.88,2.28,2.16,22.37,15.34,21.68,9.63,7.51
