Date,T_min,T_max,RH_min,RH_max,WS,SH,T_mean,RH,Ra,Rs,ETo
08-02-2014,10.7,25.1,50,91,0.5,7.4,17.9,70.5,26.66,15.66,2.38
09-02-2014,12.4,26.6,43,88,1.333333333,7.9,19.5,65.5,26.82,16.34,3.14
10-02-2014,9.9,25.2,49,87,1.861111111,8.6,17.55,68,26.99,17.28,3.28
11-02-2014,8.6,22.4,42,89,1.222222222,9,15.5,65.5,27.15,17.86,2.86
12-02-2014,9.2,22.6,31,86,1.138888889,8.2,15.9,58.5,27.32,16.96,2.9
13-02-2014,7.8,22.4,41,91,1.555555556,9.6,15.1,66,27.49,18.78,3.11
14-02-2014,13.1,25,93,86,0.611111111,9.1,19.05,89.5,27.66,18.25,2.69
15-02-2014,12.2,15.2,88,93,1.611111111,0,13.7,90.5,27.84,6.96,1.22
16-02-2014,14.5,17.6,90,91,1.722222222,1,16.05,90.5,28.01,8.26,1.43
17-02-2014,9.4,18.5,43,92,0.972222222,0.3,13.95,67.5,28.19,7.43,1.77
18-02-2014,9.2,21.2,45,87,2,8.8,15.2,66,28.36,18.24,3.2
19-02-2014,7.1,22.2,48,91,0.833333333,8.4,14.65,69.5,28.54,17.82,2.64
20-02-2014,7.4,23.2,54,89,0.666666667,8.5,15.3,71.5,28.72,18.04,2.62
21-02-2014,7.7,24,43,89,0.472222222,8.4,15.85,66,28.9,18,2.6
22-02-2014,11.6,25.5,84,89,0.527777778,7.8,18.55,86.5,29.08,17.31,2.65
23-02-2014,14.8,23.5,65,93,1.027777778,0,19.15,79,29.26,7.31,1.78
24-02-2014,14.8,23.5,47,93,0.972222222,0.6,19.15,70,29.44,8.14,2.06
25-02-2014,12,26.4,42,86,1.138888889,8.2,19.2,64,29.62,18.09,3.34
26-02-2014,12.8,25.2,52,86,0.777777778,3.8,19,69,29.8,12.42,2.43
27-02-2014,14.3,24.5,70,89,0.944444444,0.7,19.4,79.5,29.98,8.41,1.88
28-02-2014,15.2,24.1,89,92,1.277777778,0.2,19.65,90.5,30.16,7.8,1.58
01-03-2014,16,24.3,77,94,1.166666667,1.7,20.15,85.5,30.34,9.84,1.99
02-03-2014,15,22.2,62,92,1,0.8,18.6,77,30.53,8.69,1.94
03-03-2014,14.8,26.7,48,91,0.888888889,8,20.75,69.5,30.71,18.34,3.29
04-03-2014,11.8,26,52,86,1.138888889,9.3,18.9,69,30.89,20.17,3.48
05-03-2014,10.6,24.4,48,93,0.861111111,0.5,17.5,70.5,31.07,8.44,2.07
06-03-2014,12.5,25.5,43,88,1.25,8.9,19,65.5,31.25,19.81,3.59
07-03-2014,11.9,26.4,38,84,1.277777778,8.8,19.15,61,31.43,19.76,3.75
08-03-2014,9.7,27.2,39,84,1.277777778,9.3,18.45,61.5,31.61,20.53,3.84
09-03-2014,12.4,26.8,40,86,1.138888889,9,19.6,63,31.79,20.21,3.73
10-03-2014,12.1,28.6,45,90,0.75,9,20.35,67.5,31.97,20.29,3.57
11-03-2014,12.7,27.7,38,88,0.583333333,5.1,20.2,63,32.15,15.03,2.87
12-03-2014,14,29.3,48,91,0.916666667,8.4,21.65,69.5,32.32,19.64,3.69
13-03-2014,16.6,30.1,46,90,0.944444444,7.8,23.35,68,32.5,18.89,3.77
14-03-2014,15.6,30.1,40,87,0.833333333,8.2,22.85,63.5,32.67,19.52,3.8
15-03-2014,13.2,29.2,36,89,1.222222222,9.9,21.2,62.5,32.85,21.96,4.28
16-03-2014,13.4,30,36,87,0.972222222,9.7,21.7,61.5,33.02,21.77,4.15
17-03-2014,15.2,31.4,43,87,0.833333333,9.7,23.3,65,33.19,21.85,4.18
18-03-2014,17.2,32,39,86,0.694444444,9.1,24.6,62.5,33.36,21.09,4.09
19-03-2014,18.5,33.4,34,83,0.555555556,8.9,25.95,58.5,33.53,20.89,4.08
20-03-2014,14.3,33.4,35,79,1.694444444,9.2,23.85,57,33.7,21.39,5.16
21-03-2014,12.6,30,33,81,1.166666667,10.1,21.3,57,33.87,22.74,4.49
22-03-2014,14.5,30.8,37,78,0.722222222,9.6,22.65,57.5,34.03,22.11,4.13
23-03-2014,20.8,31.1,44,71,1.305555556,9.5,25.95,57.5,34.19,22.05,4.81
24-03-2014,17.8,32,47,86,1.472222222,9.7,24.9,66.5,34.35,22.41,4.83
25-03-2014,17.8,31.5,45,87,0.833333333,6.3,24.65,66,34.51,17.62,3.76
26-03-2014,19,33.2,32,88,0.777777778,7.8,26.1,60,34.67,19.83,4.23
27-03-2014,17.9,35.1,30,80,0.833333333,9.6,26.5,55,34.83,22.48,4.76
28-03-2014,19.5,35.7,29,58,1.472222222,10.2,27.6,43.5,34.98,23.41,5.79
29-03-2014,17.5,36.5,25,76,1.972222222,9.8,27,50.5,35.14,22.91,6.35
30-03-2014,20.7,37.7,27,63,3.305555556,9.7,29.2,45,35.29,22.83,8.06
31-03-2014,18.6,30,26,56,2.722222222,9.6,24.3,41,35.44,22.75,6.4
01-04-2014,15.1,33.7,28,71,2.138888889,9.4,24.4,49.5,35.58,22.53,6.08
02-04-2014,15.2,34.4,21,71,1.694444444,10.5,24.8,46,35.73,24.19,6.02
03-04-2014,17.4,35.8,35,75,1.277777778,1.7,26.6,55,35.87,11.44,3.91
04-04-2014,17.1,34.3,33,74,1.361111111,9.2,25.7,53.5,36.01,22.42,5.29
05-04-2014,18.1,34,38,70,0.777777778,10.3,26.05,54,36.15,24.09,4.9
06-04-2014,20.4,35,46,74,1.722222222,8.3,27.7,60,36.29,21.22,5.4
07-04-2014,22.6,35.1,46,95,1.305555556,8,28.85,70.5,36.42,20.83,4.97
08-04-2014,23,36.5,32,90,1.111111111,6.8,29.75,61,36.55,19.12,4.88
09-04-2014,19.1,38.6,24,66,1.305555556,7.9,28.85,45,36.68,20.79,5.67
10-04-2014,15.9,36,24,55,1.472222222,10,25.95,39.5,36.81,23.93,6.01
11-04-2014,14.6,35.7,24,61,1.388888889,10.8,25.15,42.5,36.93,25.16,5.97
12-04-2014,15.9,36.5,29,74,1,10.5,26.2,51.5,37.06,24.77,5.47
13-04-2014,18.6,37.2,27,59,0.944444444,9.4,27.9,43,37.18,23.19,5.35
14-04-2014,19.7,37.5,41,64,1.138888889,9.2,28.6,52.5,37.3,22.94,5.52
15-04-2014,18.1,36,27,75,1.333333333,9.5,27.05,51,37.41,23.43,5.73
16-04-2014,19.9,37.5,32,73,0.972222222,10.6,28.7,52.5,37.53,25.11,5.69
17-04-2014,20.3,38.5,27,67,0.861111111,8.9,29.4,47,37.64,22.63,5.32
18-04-2014,19.5,37.1,27,56,1.388888889,9.4,28.3,41.5,37.75,23.41,6.03
19-04-2014,24,38.2,26,61,1.333333333,8.8,31.1,43.5,37.85,22.56,6.04
20-04-2014,21.3,38.2,20,55,1.555555556,10.2,29.75,37.5,37.96,24.68,6.66
21-04-2014,17.8,37.5,14,59,1.638888889,9,27.65,36.5,38.06,22.93,6.53
22-04-2014,19.4,37.6,15,55,1.861111111,10.8,28.5,35,38.16,25.65,7.19
23-04-2014,20.3,39,19,49,1.666666667,10,29.65,34,38.26,24.49,6.94
24-04-2014,21.8,40,19,93,1.944444444,9,30.9,56,38.35,23.03,7.01
25-04-2014,21.6,39.5,18,55,2.055555556,10.4,30.55,36.5,38.45,25.15,7.67
26-04-2014,19.6,40.1,22,52,1.583333333,10.8,29.85,37,38.54,25.78,7.06
27-04-2014,21.6,40.7,35,80,0.861111111,8.9,31.15,57.5,38.63,22.97,5.61
28-04-2014,20.6,40.6,30,66,1.694444444,10.3,30.6,48,38.71,25.1,7.03
29-04-2014,22.5,32.2,23,90,1.25,9.9,27.35,56.5,38.8,24.52,5.58
30-04-2014,24.8,39.8,48,74,1.722222222,9.9,32.3,61,38.88,24.55,6.62
01-05-2014,26,38.8,46,76,1.638888889,9.1,32.4,61,38.96,23.38,6.31
02-05-2014,22.5,39,46,72,2.694444444,8.9,30.75,59,39.04,23.1,7.07
03-05-2014,24.4,32.5,59,72,3.166666667,8.4,28.45,65.5,39.11,22.37,6.02
04-05-2014,22.6,34.1,64,71,2.555555556,6.1,28.35,67.5,39.18,18.95,5.2
05-05-2014,23.4,34,46,79,2.777777778,9.1,28.7,62.5,39.26,23.47,6.43
06-05-2014,23.6,35,45,85,1.472222222,6.8,29.3,65,39.32,20.03,5.17
07-05-2014,24.4,37,39,81,1.361111111,9.7,30.7,60,39.39,24.4,6.09
08-05-2014,24.6,38.3,29,74,0.888888889,7.9,31.45,51.5,39.46,21.72,5.4
09-05-2014,24.1,40,29,57,1.361111111,9.3,32.05,43,39.52,23.84,6.51
10-05-2014,27.4,42.2,23,46,2.611111111,4.7,34.8,34.5,39.58,16.95,7.87
11-05-2014,24.5,41.5,20,53,2.472222222,9.9,33,36.5,39.64,24.77,8.58
12-05-2014,22.9,43.6,25,61,1.388888889,10.9,33.25,43,39.69,26.29,7.31
13-05-2014,22.5,41,23,72,1.444444444,10.4,31.75,47.5,39.75,25.55,6.97
14-05-2014,25.5,41.7,21,56,2.333333333,10.8,33.6,38.5,39.8,26.16,8.57
15-05-2014,25.3,40.6,22,50,2.75,10.3,32.95,36,39.85,25.42,8.91
16-05-2014,22.1,39.5,21,65,2.583333333,10.7,30.8,43,39.9,26.03,8.4
17-05-2014,22.9,40,24,54,1.777777778,11.4,31.45,39,39.95,27.09,7.6
18-05-2014,24.6,41.4,27,73,1.111111111,11.4,33,50,39.99,27.1,6.83
19-05-2014,25.6,41.4,31,79,1.388888889,11.1,33.5,55,40.04,26.66,7.1
20-05-2014,25.5,40.6,30,79,1.472222222,10,33.05,54.5,40.08,25.02,6.85
21-05-2014,25.2,40,29,85,0.833333333,10.6,32.6,57,40.12,25.93,6.19
22-05-2014,24.2,40.1,25,84,1.5,10.1,32.15,54.5,40.16,25.18,6.86
23-05-2014,25.2,41.1,30,77,1.444444444,10.1,33.15,53.5,40.19,25.19,6.91
24-05-2014,26.1,40,47,85,1.472222222,10.3,33.05,66,40.23,25.5,6.65
25-05-2014,26.1,35.1,43,64,1.5,10.2,30.6,53.5,40.26,25.35,6.34
26-05-2014,25.1,35.2,45,61,1.555555556,10.1,30.15,53,40.29,25.21,6.33
27-05-2014,23.2,29.5,47,91,1.944444444,0,26.35,69,40.32,10.08,3.43
28-05-2014,22.5,24.2,55,88,2.944444444,0,23.35,71.5,40.35,10.09,3.31
29-05-2014,22.1,32.2,60,79,2.027777778,7,27.15,69.5,40.38,20.58,5.05
30-05-2014,21.1,33.1,65,81,2.333333333,11,27.1,73,40.4,26.57,5.94
31-05-2014,23.1,33.2,70,91,2.305555556,3.4,28.15,80.5,40.43,15.2,3.98
01-06-2014,24.1,32.4,55,84,2.083333333,5.2,28.25,69.5,40.45,17.89,4.81
02-06-2014,26.1,34.4,50,78,1.388888889,10.5,30.25,64,40.47,25.82,6.11
03-06-2014,27.1,37,47,79,1.055555556,10.4,32.05,63,40.49,25.68,6.16
04-06-2014,27.7,38.5,54,81,1.222222222,9.5,33.1,67.5,40.51,24.33,6.14
05-06-2014,28.1,38.1,50,91,1.472222222,9.6,33.1,70.5,40.53,24.48,6.28
06-06-2014,28.6,39.4,56,85,1.888888889,9.8,34,70.5,40.54,24.78,6.68
07-06-2014,28.8,37,60,81,2.75,6.2,32.9,70.5,40.56,19.4,5.84
08-06-2014,27,34.9,61,81,3.055555556,6.6,30.95,71,40.57,20,5.76
09-06-2014,27.1,35.4,51,83,2.5,4.6,31.25,67,40.58,17.01,5.37
10-06-2014,23,37,66,95,2.583333333,4,30,80.5,40.59,16.12,4.59
11-06-2014,26.6,33.7,63,83,2.055555556,9.1,30.15,73,40.6,23.73,5.77
12-06-2014,24.8,35.5,62,92,1.833333333,8,30.15,77,40.61,22.09,5.42
13-06-2014,27.2,37,31,69,0.944444444,8.4,32.1,50,40.61,22.69,5.66
14-06-2014,26.7,39.4,35,74,1.388888889,9.1,33.05,54.5,40.62,23.73,6.45
15-06-2014,27,39,66,82,1.111111111,10.1,33,74,40.62,25.22,6.16
16-06-2014,27.4,36.4,45,55,1.027777778,7.3,31.9,50,40.62,21.04,5.42
17-06-2014,25,38.6,65,85,1.361111111,9.6,31.8,75,40.63,24.47,5.98
18-06-2014,27.5,34.5,61,82,1.222222222,3.6,31,71.5,40.63,15.52,4.14
19-06-2014,26.6,36,59,88,1.361111111,5.6,31.3,73.5,40.62,18.5,4.79
20-06-2014,27.1,36,58,86,1.5,8.5,31.55,72,40.62,22.83,5.68
21-06-2014,26.1,36.4,91,92,1.472222222,5.8,31.25,91.5,40.62,18.8,4.29
22-06-2014,24.3,29.2,65,78,1.333333333,0,26.75,71.5,40.61,10.15,2.96
23-06-2014,22.5,34.5,64,84,1.333333333,3.3,28.5,74,40.61,15.07,3.93
24-06-2014,25,35,62,89,1.138888889,6.4,30,75.5,40.6,19.69,4.73
25-06-2014,25.8,35.6,64,83,1.5,5.6,30.7,73.5,40.59,18.49,4.76
26-06-2014,25.4,35.5,62,84,1.611111111,6.7,30.45,73,40.58,20.13,5.1
27-06-2014,27.5,36,58,83,1.472222222,5.5,31.75,70.5,40.57,18.34,4.91
28-06-2014,27.1,36.1,62,88,1.944444444,8.1,31.6,75,40.56,22.21,5.67
29-06-2014,27.7,35.5,61,88,1.583333333,6.3,31.6,74.5,40.54,19.52,5.04
30-06-2014,27,35.6,79,87,1.166666667,3.8,31.3,83,40.53,15.79,3.91
01-07-2014,26.6,32,93,88,1.388888889,0.1,29.3,90.5,40.51,10.28,2.5
02-07-2014,24.5,29.7,77,95,1.305555556,0,27.1,86,40.5,10.12,2.55
03-07-2014,26.1,31.5,74,91,1.111111111,0.3,28.8,82.5,40.48,10.57,2.76
04-07-2014,25.2,32.7,94,93,0.972222222,0.8,28.95,93.5,40.46,11.31,2.6
05-07-2014,25.5,28,82,90,1.666666667,0,26.75,86,40.44,10.11,2.55
06-07-2014,25.8,30,75,95,2.5,0.4,27.9,85,40.42,10.7,2.92
07-07-2014,26,32.2,64,89,1.694444444,1.5,29.1,76.5,40.39,12.33,3.5
08-07-2014,27.5,35,63,86,0.138888889,2.7,31.25,74.5,40.37,14.11,3.28
09-07-2014,27,35,71,89,1.361111111,5.3,31,80,40.34,17.98,4.44
10-07-2014,27.8,33.6,80,87,1.388888889,0,30.7,83.5,40.31,10.08,2.79
11-07-2014,28.1,33.5,67,91,1.444444444,0,30.8,79,40.28,10.07,3
12-07-2014,27.8,34.5,61,89,1.611111111,1.6,31.15,75,40.25,12.45,3.7
13-07-2014,27.4,35.4,67,85,1.666666667,10.7,31.4,76,40.22,26,6.14
14-07-2014,27.4,34.4,59,88,2,6.4,30.9,73.5,40.19,19.58,5.15
15-07-2014,27.6,35.2,88,89,2.305555556,8.2,31.4,88.5,40.15,22.26,5.03
16-07-2014,27.1,33.6,76,85,3.027777778,5.4,30.35,80.5,40.12,18.08,4.67
17-07-2014,26.6,32,83,85,2.444444444,2.4,29.3,84,40.08,13.6,3.49
18-07-2014,26.4,30.5,92,87,2.305555556,0.7,28.45,89.5,40.04,11.05,2.68
19-07-2014,25.5,32,73,95,1.5,0.7,28.75,84,40,11.04,2.92
20-07-2014,27.4,33,79,89,1.638888889,2.9,30.2,84,39.96,14.31,3.58
21-07-2014,27.3,34.4,69,82,1.777777778,4.55,30.85,75.5,39.92,16.76,4.44
22-07-2014,25.5,32,69,92,3.833333333,6.2,28.75,80.5,39.87,19.21,4.87
23-07-2014,25.4,32.5,66,94,3.083333333,6.6,28.95,80,39.82,19.79,4.93
24-07-2014,26.4,23.4,83,92,0.833333333,3.3,24.9,87.5,39.77,14.86,3.07
25-07-2014,27,29.2,67,94,0.638888889,0,28.1,80.5,39.72,9.93,2.49
26-07-2014,26.5,33.8,63,86,1.277777778,7.3,30.15,74.5,39.67,20.8,4.94
27-07-2014,24.5,35.6,71,95,1.833333333,9.4,30.05,83,39.62,23.91,5.48
28-07-2014,25.5,32.5,64,85,1.444444444,5.6,29,74.5,39.56,18.24,4.43
29-07-2014,26.8,34.5,64,80,1.777777778,12.2,30.65,72,39.51,28.05,6.48
30-07-2014,27.5,34.5,64,83,1.972222222,11.4,31,73.5,39.45,26.85,6.34
31-07-2014,27.2,34,68,86,2.333333333,10.6,30.6,77,39.39,25.64,6.04
01-08-2014,27.7,33.6,63,89,2.138888889,4.4,30.65,76,39.33,16.38,4.47
02-08-2014,27.7,34.5,77,84,1.777777778,9.5,31.1,80.5,39.26,23.96,5.55
03-08-2014,27.9,35,61,89,1.666666667,7.3,31.45,75,39.2,20.67,5.2
04-08-2014,26.3,35.8,67,89,1.527777778,4.7,31.05,78,39.13,16.78,4.35
05-08-2014,26.6,35.5,70,85,3.194444444,8.9,31.05,77.5,39.06,23.01,5.87
06-08-2014,26.3,32.6,67,88,3.611111111,4.7,29.45,77.5,38.99,16.74,4.73
07-08-2014,27.4,33.4,77,91,1.361111111,6.8,30.4,84,38.91,19.84,4.56
08-08-2014,26.8,32.4,94,91,0.694444444,0.7,29.6,92.5,38.84,10.75,2.52
09-08-2014,26.4,33,73,94,0.861111111,2.7,29.7,83.5,38.76,13.7,3.29
10-08-2014,26.2,34.4,92,89,1.5,4.8,30.3,90.5,38.68,16.8,3.78
11-08-2014,26.8,32.2,70,88,2,4.8,29.5,79,38.6,16.78,4.2
12-08-2014,27.1,33.4,77,92,1.916666667,8.2,30.25,84.5,38.51,21.8,4.94
13-08-2014,27,32.5,94,95,1.055555556,2.1,29.75,94.5,38.43,12.72,2.87
14-08-2014,24.4,28.5,97,96,0.972222222,0,26.45,96.5,38.34,9.58,2.08
15-08-2014,23.3,27,95,98,1.555555556,0,25.15,96.5,38.25,9.56,1.98
16-08-2014,25,28.1,74,95,0.861111111,1.8,26.55,84.5,38.16,12.2,2.78
17-08-2014,25.3,31,66,92,1.083333333,2.5,28.15,79,38.06,13.21,3.24
18-08-2014,25.3,32,74,90,0.944444444,2.3,28.65,82,37.97,12.89,3.1
19-08-2014,26.6,32.6,77,92,1.111111111,2.5,29.6,84.5,37.87,13.16,3.19
20-08-2014,26,33,89,92,0.944444444,1.5,29.5,90.5,37.77,11.66,2.73
21-08-2014,25.4,30.6,74,90,1.027777778,0,28,82,37.66,9.42,2.47
22-08-2014,27.1,31.6,76,92,0.666666667,1.8,29.35,84,37.56,12.04,2.87
23-08-2014,25.8,33,78,90,1.194444444,2.1,29.4,84,37.45,12.45,3.08
24-08-2014,25.7,34,68,92,0.861111111,5.2,29.85,80,37.34,16.98,3.95
25-08-2014,25.6,35,81,94,1.027777778,4.5,30.3,87.5,37.23,15.92,3.7
26-08-2014,25.2,32,78,90,1.777777778,1.8,28.6,84,37.12,11.92,3.05
27-08-2014,25.5,33.1,75,87,2.111111111,0.6,29.3,81,37,10.13,3.02
28-08-2014,26,31.8,74,91,1.833333333,1.3,28.9,82.5,36.89,11.12,3.01
29-08-2014,26.6,34,63,94,1.777777778,8.2,30.3,78.5,36.77,21.18,5.03
30-08-2014,27.8,34.2,62,94,1.25,9,31,78,36.64,22.3,5.15
31-08-2014,26.4,34.5,74,85,1.666666667,10.3,30.45,79.5,36.52,24.15,5.46
01-09-2014,26.4,30.4,66,85,3.083333333,3.4,28.4,75.5,36.39,14.05,4.08
02-09-2014,26.3,31.8,66,85,3.694444444,7,29.05,75.5,36.26,19.24,5.1
03-09-2014,26,32.6,60,90,2.5,10.5,29.3,75,36.13,24.27,5.67
04-09-2014,26.3,33.2,61,85,1.777777778,10.7,29.75,73,36,24.51,5.6
05-09-2014,26.8,34.5,76,85,0.916666667,9.5,30.65,80.5,35.87,22.71,5.03
06-09-2014,25.1,34,65,87,1.083333333,5.4,29.55,76,35.73,16.73,3.99
07-09-2014,26.5,34,61,89,1.888888889,7.7,30.25,75,35.59,20,4.93
08-09-2014,26.1,33.5,66,94,2.5,8.5,29.8,80,35.45,21.09,5.03
09-09-2014,25.8,33.3,67,92,1.916666667,9,29.55,79.5,35.31,21.75,4.97
10-09-2014,25.3,33.1,77,93,2.055555556,5.7,29.2,85,35.17,16.96,3.94
11-09-2014,24.4,30.6,76,95,2.305555556,3,27.5,85.5,35.02,13.05,3.16
12-09-2014,24.4,31.5,74,90,2.027777778,3.2,27.95,82,34.87,13.29,3.33
13-09-2014,24.5,32.5,76,97,1.444444444,5.8,28.5,86.5,34.72,16.94,3.74
14-09-2014,26,31.2,81,90,0.888888889,1.7,28.6,85.5,34.57,11.06,2.62
15-09-2014,25.3,30.7,74,97,1.027777778,1,28,85.5,34.42,10.02,2.46
16-09-2014,24.9,32.2,58,94,1.472222222,5.6,28.55,76,34.26,16.49,3.97
17-09-2014,26,34.1,63,92,0.666666667,7.1,30.05,77.5,34.11,18.55,4.11
18-09-2014,25.7,35,65,95,0.75,6.3,30.35,80,33.95,17.35,3.96
19-09-2014,23.4,35,62,92,1.083333333,8.8,29.2,77,33.79,20.8,4.62
20-09-2014,24.7,35.9,77,90,1.583333333,6.9,30.3,83.5,33.63,18.07,4.23
21-09-2014,25.3,30.5,81,90,1.916666667,2.2,27.9,85.5,33.46,11.44,2.8
22-09-2014,24.8,30.1,76,93,1.861111111,1.5,27.45,84.5,33.3,10.41,2.67
23-09-2014,23.8,30.5,70,90,1.138888889,5.1,27.15,80,33.14,15.37,3.39
24-09-2014,25,31.5,75,89,0.833333333,5.6,28.25,82,32.97,16,3.46
25-09-2014,24.9,32.4,77,92,1.305555556,4.5,28.65,84.5,32.8,14.42,3.29
26-09-2014,24.7,30.7,67,92,1.027777778,1.4,27.7,79.5,32.63,10.09,2.57
27-09-2014,24.1,32,53,90,1.083333333,8.5,28.05,71.5,32.46,19.79,4.28
28-09-2014,25.2,33.8,54,89,1.027777778,8.5,29.5,71.5,32.29,19.71,4.41
29-09-2014,24.5,34.4,60,92,1,4.4,29.45,76,32.12,14.03,3.43
30-09-2014,22.8,30.5,67,90,1.027777778,5.2,26.65,78.5,31.95,15.06,3.27
01-10-2014,23.3,31.5,60,92,0.75,8.2,27.4,76,31.77,19.06,3.88
02-10-2014,24.1,33.2,88,93,0.5,8.1,28.65,90.5,31.6,18.84,3.88
03-10-2014,22,32.3,57,93,0.694444444,3.7,27.15,75,31.43,12.84,2.92
04-10-2014,23.5,32.6,60,93,0.333333333,8.8,28.05,76.5,31.25,19.62,3.85
05-10-2014,24.2,32.6,57,92,0.361111111,8.1,28.4,74.5,31.07,18.6,3.71
06-10-2014,23.8,33.8,57,89,0.361111111,7.9,28.8,73,30.9,18.25,3.68
07-10-2014,24.2,33.8,57,87,0.361111111,9.4,29,72,30.72,20.17,3.99
08-10-2014,24.5,34.4,69,92,0.416666667,9.2,29.45,80.5,30.54,19.81,4.07
09-10-2014,24.4,33.3,59,94,0.555555556,8.7,28.85,76.5,30.37,19.06,3.9
10-10-2014,23.8,34.5,46,90,0.5,8.6,29.15,68,30.19,18.85,3.84
11-10-2014,23.5,34.6,49,92,0.5,7.2,29.05,70.5,30.01,16.93,3.54
12-10-2014,24.1,35,68,92,0.861111111,2.5,29.55,80,29.83,10.72,2.69
13-10-2014,23.3,31.1,86,90,2.25,0.6,27.2,88,29.66,8.19,2.15
14-10-2014,24.9,28,75,90,2.527777778,0.6,26.45,82.5,29.48,8.15,2.41
15-10-2014,21.3,29.8,71,93,2.75,0.2,25.55,82,29.3,7.58,2.5
16-10-2014,20.7,30,62,91,1.138888889,7.6,25.35,76.5,29.13,17.04,3.43
17-10-2014,20.1,29,57,93,1.111111111,9.4,24.55,75,28.95,19.26,3.64
18-10-2014,19.2,30.3,40,86,0.805555556,9.7,24.75,63,28.78,19.55,3.66
19-10-2014,17.6,30.4,45,94,0.666666667,9.9,24,69.5,28.6,19.72,3.5
20-10-2014,18.4,30.1,46,90,0.722222222,9.8,24.25,68,28.43,19.5,3.51
21-10-2014,17.9,31.1,44,90,0.388888889,8.4,24.5,67,28.25,17.64,3.08
22-10-2014,18.4,31.2,48,87,0.305555556,8.7,24.8,67.5,28.08,17.93,3.07
23-10-2014,19.3,31.5,50,91,0.472222222,8.6,25.4,70.5,27.91,17.72,3.21
24-10-2014,19.6,31.4,46,91,0.416666667,8.5,25.5,68.5,27.74,17.51,3.13
25-10-2014,20.7,31.8,64,89,0.388888889,7.4,26.25,76.5,27.57,16.06,3.01
26-10-2014,21.8,28.6,65,91,0.75,0.1,25.2,78,27.4,6.97,1.82
27-10-2014,18.7,28.7,52,92,0.5,0.7,23.7,72,27.23,7.67,1.84
28-10-2014,18.8,30.2,48,92,0.444444444,7.9,24.5,70,27.07,16.44,2.9
29-10-2014,19.3,30.3,56,89,0.555555556,8.5,24.8,72.5,26.91,17.09,3.06
30-10-2014,18.6,29.8,57,89,0.694444444,0,24.2,73,26.74,6.69,1.84
31-10-2014,19.4,29.8,62,92,0.833333333,1.6,24.6,77,26.58,8.58,2.08
01-11-2014,30,18.7,57,90,9.333333333,3.4,24.35,73.5,26.42,10.7,3.82
02-11-2014,30.2,18.5,54,94,10.66666667,4.4,24.35,74,26.27,11.84,3.79
03-11-2014,29.5,16.2,40,92,9.333333333,0,22.85,66,26.11,6.53,3.74
04-11-2014,30.1,17.3,44,90,10.66666667,6.8,23.7,67,25.96,14.58,4.61
05-11-2014,30.7,16.6,46,92,12,6.7,23.65,69,25.81,14.39,4.37
06-11-2014,30.7,17.4,49,87,7.333333333,7,24.05,68,25.66,14.68,4.29
07-11-2014,30.4,17.2,45,90,7.333333333,6.6,23.8,67.5,25.51,14.14,4.12
08-11-2014,31,16.8,41,90,8.666666667,7.1,23.9,65.5,25.36,14.66,4.46
09-11-2014,31.2,16.6,40,90,9.333333333,8.1,23.9,65,25.22,15.76,4.64
10-11-2014,31,17.4,45,88,11.33333333,8.1,24.2,66.5,25.08,15.69,4.94
11-11-2014,29.8,17.1,51,88,15.33333333,6.3,23.45,69.5,24.94,13.53,4.75
12-11-2014,29.7,14.8,41,85,14,4.3,22.25,63,24.81,11.16,4.97
13-11-2014,29.6,13.4,30,87,17.33333333,7.3,21.5,58.5,24.68,14.56,5.41
14-11-2014,28.9,12.7,36,84,14.66666667,3.2,20.8,60,24.55,9.8,4.92
15-11-2014,28.2,13.2,38,85,16.66666667,7.3,20.7,61.5,24.42,14.44,5.09
16-11-2014,28,12.5,37,84,12.66666667,5.1,20.25,60.5,24.3,11.87,4.68
17-11-2014,27.4,13.2,30,84,11.33333333,5.8,20.3,57,24.18,12.62,4.87
18-11-2014,27.4,12.5,36,82,14,6.2,19.95,59,24.06,13.02,5.03
19-11-2014,28.4,13.5,43,86,16.66666667,6.2,20.95,64.5,23.94,12.97,4.76
20-11-2014,28,13.8,38,87,12,5.6,20.9,62.5,23.83,12.24,4.48
21-11-2014,27.4,12.1,42,86,10,6,19.75,64,23.72,12.64,3.99
22-11-2014,27.2,11.7,31,86,12,4.3,19.45,58.5,23.61,10.7,4.42
23-11-2014,27.6,10.7,32,83,12,6,19.15,57.5,23.51,12.55,4.62
24-11-2014,27.3,10,21,88,18.66666667,6.9,18.65,54.5,23.41,13.5,4.9
25-11-2014,28,9.2,33,85,10,7.3,18.6,59,23.32,13.9,4.11
26-11-2014,26.5,10.3,38,79,12,6.4,18.4,58.5,23.22,12.86,4.65
27-11-2014,26,10,42,86,13.33333333,5.5,18,64,23.13,11.83,3.89
28-11-2014,26.6,10.8,42,86,6,3.4,18.7,64,23.05,9.49,3.11
29-11-2014,26.6,10.4,43,86,5.333333333,1.5,18.5,64.5,22.97,7.38,2.82
30-11-2014,26.7,13.6,61,93,12,0,20.15,77,22.89,5.72,2.64
01-12-2014,25,12.8,67,91,12,0,18.9,79,22.81,5.7,2.46
02-12-2014,24.4,13.8,92,94,9.333333333,0,19.1,93,22.74,5.68,1.24
03-12-2014,19.6,13.4,88,95,10,0,16.5,91.5,22.67,5.67,1.2
04-12-2014,20,16.1,88,94,16,0,18.05,91,22.61,5.65,1.43
