Date,T_min,T_max,RH_min,RH_max,WS,SH,T_mean,RH,Ra,Rs,ETo
27-01-2012,9.7,18.9,43,90,1.111111111,0,14.3,66.5,24.85,6.21,1.7
28-01-2012,5.9,22.7,39,89,1,8.3,14.3,64,24.99,15.89,2.46
29-01-2012,7,22.3,40,89,0.638888889,7.8,14.65,64.5,25.13,15.38,2.18
30-01-2012,5.4,22.3,40,94,0.555555556,8,13.85,67,25.27,15.69,2.12
31-01-2012,6.6,22.6,43,86,0.833333333,8.1,14.6,64.5,25.42,15.88,2.36
01-02-2012,6.6,22.7,39,87,1.027777778,8.6,14.65,63,25.56,16.54,2.57
02-02-2012,6,21.3,36,91,1.388888889,6.3,13.65,63.5,25.71,13.9,2.57
03-02-2012,6.9,21.8,50,86,0.805555556,5.7,14.35,68,25.86,13.25,2.1
04-02-2012,7.2,22.4,47,92,0.888888889,7.6,14.8,69.5,26.02,15.59,2.36
05-02-2012,8,24.4,46,89,0.416666667,7.3,16.2,67.5,26.18,15.3,2.18
06-02-2012,12.1,25.2,41,84,0.777777778,6.7,18.65,62.5,26.33,14.66,2.54
07-02-2012,10.3,25.8,50,89,1.638888889,7.9,18.05,69.5,26.49,16.18,3.07
08-02-2012,12.5,24.8,64,91,0.944444444,8.3,18.65,77.5,26.66,16.75,2.63
09-02-2012,12.5,24.3,37,91,1.666666667,0,18.4,64,26.82,6.71,2.51
10-02-2012,5,21.8,41,81,1.916666667,8.2,13.4,61,26.99,16.79,3.11
11-02-2012,6.1,19.8,43,86,1.305555556,9.6,12.95,64.5,27.15,18.6,2.73
12-02-2012,6.1,21.4,40,83,0.888888889,7.1,13.75,61.5,27.32,15.6,2.45
13-02-2012,7.8,22.8,46,89,0.694444444,4.9,15.3,67.5,27.49,12.95,2.18
14-02-2012,12.5,24.1,46,80,0.972222222,4.7,18.3,63,27.66,12.77,2.51
15-02-2012,10,25.8,46,91,0.75,5.8,17.9,68.5,27.84,14.22,2.51
16-02-2012,13.8,26.3,54,89,0.75,6.7,20.05,71.5,28.01,15.42,2.69
17-02-2012,13.9,26.4,54,86,0.916666667,3.3,20.15,70,28.19,11.21,2.38
18-02-2012,9.6,26.1,37,84,1.25,7.1,17.85,60.5,28.36,16.08,3.18
19-02-2012,8,25.4,42,81,1.611111111,10,16.7,61.5,28.54,19.86,3.59
20-02-2012,9.7,24.6,47,82,1.277777778,9.3,17.15,64.5,28.72,19.06,3.24
21-02-2012,10,24.4,49,88,0.75,7.9,17.2,68.5,28.9,17.36,2.77
22-02-2012,11,26.1,47,86,0.555555556,6.4,18.55,66.5,29.08,15.51,2.61
23-02-2012,10.9,27.8,43,89,0.555555556,6.7,19.35,66,29.26,15.98,2.75
24-02-2012,13.9,29.3,45,90,1.25,8.7,21.6,67.5,29.44,18.65,3.66
25-02-2012,12.5,29.1,39,81,1.694444444,9.4,20.8,60,29.62,19.65,4.18
26-02-2012,9.4,27.9,33,76,1.916666667,9.6,18.65,54.5,29.8,20.01,4.37
27-02-2012,7.7,25.5,38.5,79,2.277777778,9.5,16.6,58.75,29.98,19.97,4.17
28-02-2012,9.8,25.1,44,83,1.194444444,9.5,17.45,63.5,30.16,20.07,3.44
29-02-2012,11.3,25.7,42,86,1,6,18.5,64,30.34,15.53,2.99
01-03-2012,7.9,26.8,31,83,1.277777778,8.6,17.35,57,30.53,19.06,3.7
02-03-2012,9.7,27.1,36,79,1,8.4,18.4,57.5,30.71,18.88,3.47
03-03-2012,11.4,27.8,31,73,1.055555556,8.3,19.6,52,30.89,18.83,3.67
04-03-2012,11.9,27.4,40,78,1.25,8.1,19.65,59,31.07,18.65,3.69
05-03-2012,11.8,27.9,51,78,1.194444444,7,19.85,64.5,31.25,17.25,3.41
06-03-2012,11.8,29.3,50,84,0.916666667,5.9,20.55,67,31.43,15.84,3.18
07-03-2012,15.7,31.2,35,90,0.611111111,6,23.45,62.5,31.61,16.05,3.23
08-03-2012,11.2,29.9,48,86,1.055555556,6.1,20.55,67,31.79,16.26,3.38
09-03-2012,10.3,30,49,65,0.944444444,7.8,20.15,57,31.97,18.65,3.61
10-03-2012,10.7,29.2,54,67,1.416666667,7,19.95,60.5,32.15,17.64,3.72
11-03-2012,8,28.3,29,71,1.083333333,8.3,18.15,50,32.32,19.5,3.86
12-03-2012,8.5,28.3,33,90,0.833333333,8.6,18.4,61.5,32.5,20,3.6
13-03-2012,7.5,30.5,67,89,1.416666667,5,19,78,32.67,15.09,3.11
14-03-2012,13.2,23.2,53,93,1.166666667,1.4,18.2,73,32.85,10.16,2.34
15-03-2012,12.5,25.4,39,89,1.361111111,6.8,18.95,64,33.02,17.73,3.57
16-03-2012,11.2,26.4,35,82,1.25,8.4,18.8,58.5,33.19,20.04,3.88
17-03-2012,10.9,28.3,35,82,0.972222222,8.7,19.6,58.5,33.36,20.53,3.87
18-03-2012,13.7,30.7,36,92,0.777777778,8,22.2,64,33.53,19.63,3.82
19-03-2012,14.5,30.8,41,90,0.694444444,8.2,22.65,65.5,33.7,19.98,3.81
20-03-2012,15.3,31.6,37,88,0.611111111,7.8,23.45,62.5,33.87,19.49,3.77
21-03-2012,15.5,33.5,41,87,0.472222222,7.7,24.5,64,34.03,19.42,3.76
22-03-2012,15.6,34.5,45,81,1.444444444,7.7,25.05,63,34.19,19.49,4.68
23-03-2012,14,30,42,92,2.361111111,7.9,22,67,34.35,19.84,4.81
24-03-2012,14,30.1,26,81,0.972222222,7.7,22.05,53.5,34.51,19.62,4.11
25-03-2012,15.5,32.5,36,75,0.555555556,6.8,24,55.5,34.67,18.4,3.69
26-03-2012,15,33.5,43,90,0.472222222,5.3,24.25,66.5,34.83,16.31,3.36
27-03-2012,17.4,35.5,23,84,0.555555556,7.3,26.45,53.5,34.98,19.24,4.03
28-03-2012,16.5,36.2,23,82,0.972222222,7.2,26.35,52.5,35.14,19.16,4.64
29-03-2012,16.4,37,33,76,1,7.8,26.7,54.5,35.29,20.09,4.79
30-03-2012,15.6,35.5,21,86,1.583333333,7.5,25.55,53.5,35.44,19.71,5.44
31-03-2012,14.3,34.5,29,91,1.305555556,7.9,24.4,60,35.58,20.35,4.92
01-04-2012,18.9,35.5,54,84,1.472222222,8.05,27.2,69,35.73,20.63,4.91
02-04-2012,19.4,36.4,37,66,0.444444444,8.2,27.9,51.5,35.87,20.9,4.28
03-04-2012,21,37.8,47,69,1.027777778,8.2,29.4,58,36.01,20.96,5.05
04-04-2012,20.3,37.5,42,83,1.555555556,7.7,28.9,62.5,36.15,20.29,5.39
05-04-2012,20.9,37.5,54,74,2.027777778,7.3,29.2,64,36.29,19.75,5.49
06-04-2012,18.7,34.3,37,82,1.611111111,6.9,26.5,59.5,36.42,19.22,5.05
07-04-2012,19.7,33.9,55,83,1.944444444,7.7,26.8,69,36.55,20.44,5.03
08-04-2012,21.2,32.3,54,83,2.25,8.1,26.75,68.5,36.68,21.08,5.18
09-04-2012,21.5,32.2,34,83,2.444444444,6.6,26.85,58.5,36.81,18.92,5.55
10-04-2012,18.3,29.1,57,90,2.527777778,2,23.7,73.5,36.93,12.18,3.6
11-04-2012,19.6,27.5,51,81,2.472222222,2.6,23.55,66,37.06,13.1,3.91
12-04-2012,21,30.6,43,79,1.916666667,4.4,25.8,61,37.18,15.8,4.46
13-04-2012,20.5,34.5,37,87,1.055555556,9.4,27.5,62,37.3,23.24,5.2
14-04-2012,21.3,36.4,31,87,1.25,8.7,28.85,59,37.41,22.25,5.49
15-04-2012,20.2,36.8,29,83,0.833333333,7.7,28.5,56,37.53,20.8,4.87
16-04-2012,18.3,32.9,21,84,1.347222222,9.1,25.6,52.5,37.64,22.92,5.41
17-04-2012,19.5,36.3,23,77,1.861111111,10.7,27.9,50,37.75,25.34,6.69
18-04-2012,19.9,38,38,85,0.527777778,10.5,28.95,61.5,37.85,25.09,5.26
19-04-2012,20.4,39,41,75,0.694444444,10.5,29.7,58,37.96,25.13,5.55
20-04-2012,21.4,39.2,36,80,3.833333333,9.4,30.3,58,38.06,23.52,8.3
21-04-2012,23,37.6,49,79,1.638888889,6.4,30.3,64,38.16,19.09,5.3
22-04-2012,21.4,36.9,33,66,1.722222222,8.3,29.15,49.5,38.26,21.95,6.13
23-04-2012,21.4,38.7,20,60,2.805555556,9.5,30.05,40,38.35,23.78,8.27
24-04-2012,20.2,39.6,36,63,2.166666667,10.3,29.9,49.5,38.45,25,7.3
25-04-2012,21.4,40,41,60,1.694444444,10.2,30.7,50.5,38.54,24.89,6.77
26-04-2012,21.5,36.5,45,76,1.166666667,9.4,29,60.5,38.63,23.72,5.6
27-04-2012,20.5,38.5,29,72,1.111111111,9.3,29.5,50.5,38.71,23.6,5.84
28-04-2012,24.3,39.7,32,83,1.583333333,6.5,32,57.5,38.8,19.43,5.86
29-04-2012,24.6,39.6,33,69,2.277777778,9.8,32.1,51,38.88,24.4,7.46
30-04-2012,20.1,39.5,37.5,80,0.944444444,9.5,29.8,58.75,38.96,23.98,5.72
01-05-2012,19.5,39.6,42,91,1.083333333,7.6,29.55,66.5,39.04,21.15,5.35
02-05-2012,20,37.1,39,61,1.916666667,9,28.55,50,39.11,23.27,6.45
03-05-2012,22.9,37.6,39,83,1.527777778,1.8,30.25,61,39.18,12.5,4.38
04-05-2012,21.6,35.5,44,63,1.916666667,7.9,28.55,53.5,39.26,21.67,5.97
05-05-2012,21.2,34.5,46,64,2.694444444,9.2,27.85,55,39.32,23.64,6.63
06-05-2012,19.8,34.7,47,61,1.194444444,7.8,27.25,54,39.39,21.55,5.17
07-05-2012,21.4,37.2,38,55,0.833333333,9.4,29.3,46.5,39.46,23.97,5.49
08-05-2012,23.9,39.1,37,65,1.083333333,8.9,31.5,51,39.52,23.24,5.89
09-05-2012,26,39.4,37,73,1.277777778,7.8,32.7,55,39.58,21.6,5.91
10-05-2012,22.8,39.2,49,62,2.5,6.4,31,55.5,39.64,19.52,6.46
11-05-2012,25.4,35.7,44,70,2.333333333,7,30.55,57,39.69,20.43,6.18
12-05-2012,24.4,37.4,55,73,2.305555556,6.4,30.9,64,39.75,19.54,5.81
13-05-2012,25.3,38.2,50,83,1.472222222,9.2,31.75,66.5,39.8,23.76,6.08
14-05-2012,23.9,39.8,40,69,1.166666667,8.5,31.85,54.5,39.85,22.72,5.94
15-05-2012,23.4,41.8,35,67,1.888888889,8.5,32.6,51,39.9,22.73,7.06
16-05-2012,22.5,41.8,40,71,1.944444444,9.2,32.15,55.5,39.95,23.79,7.12
17-05-2012,26,41.4,47,86,1.666666667,8.3,33.7,66.5,39.99,22.45,6.38
18-05-2012,25.3,39.4,53,83,3.055555556,7.9,32.35,68,40.04,21.86,6.8
19-05-2012,26.7,36.1,49,74,2.305555556,9,31.4,61.5,40.08,23.52,6.55
20-05-2012,19.5,39.4,54,84,1.777777778,9.6,29.45,69,40.12,24.43,6.27
21-05-2012,25.7,35.5,48,83,1.222222222,10.7,30.6,65.5,40.16,26.08,6.11
22-05-2012,25.5,38.9,43,74,1.277777778,9.7,32.2,58.5,40.19,24.59,6.3
23-05-2012,25.3,39.8,48,77,1.138888889,10,32.55,62.5,40.23,25.05,6.28
24-05-2012,26.4,40.4,41,91,1.166666667,9.3,33.4,66,40.26,24,6.22
25-05-2012,27.6,41.4,45,87,1.527777778,9.3,34.5,66,40.29,24.01,6.64
26-05-2012,27.6,38.7,49,75,2.972222222,8.7,33.15,62,40.32,23.11,7.25
27-05-2012,28.7,37.1,50,70,2.666666667,6.6,32.9,60,40.35,19.97,6.45
28-05-2012,27.5,37.1,41,78,2.555555556,7.4,32.3,59.5,40.38,21.17,6.66
29-05-2012,28.7,40.6,45,79,1.833333333,8.9,34.65,62,40.4,23.42,6.8
30-05-2012,28.1,39.3,45,81,2.222222222,8.7,33.7,63,40.43,23.13,6.86
31-05-2012,27.7,40.1,46,75,2.222222222,9.1,33.9,60.5,40.45,23.73,7.1
01-06-2012,28.2,39,52,70,3.472222222,6.8,33.6,61,40.47,20.29,7.17
02-06-2012,23.6,37.1,55,67,3.333333333,6,30.35,61,40.49,19.1,6.44
03-06-2012,26,35.2,47,84,2.333333333,5.6,30.6,65.5,40.51,18.5,5.56
04-06-2012,27.9,40.4,26,92,1.388888889,8,34.15,59,40.53,22.09,6.31
05-06-2012,29.4,42.6,47,87,1.305555556,8.7,36,67,40.54,23.14,6.47
06-06-2012,23.9,38.7,46,78,0.861111111,5.7,31.3,62,40.56,18.66,4.8
07-06-2012,27.4,38.6,46,83,4.027777778,8.9,33,64.5,40.57,23.44,7.87
08-06-2012,27.5,39.9,38,82,2,7.8,33.7,60,40.58,21.79,6.67
09-06-2012,27.6,40.3,29,81,2,9.3,33.95,55,40.59,24.03,7.31
10-06-2012,27.8,41.7,27,84,1.333333333,8.6,34.75,55.5,40.6,22.99,6.56
11-06-2012,27.2,41.7,41,82,1.972222222,9.2,34.45,61.5,40.61,23.88,7.15
12-06-2012,26.9,41.4,40,75,2.361111111,9.3,34.15,57.5,40.61,24.03,7.58
13-06-2012,28.3,41.4,40,78,2.472222222,11,34.85,59,40.62,26.57,8.11
14-06-2012,28.5,40.7,37,70,2.305555556,7.7,34.6,53.5,40.62,21.64,7.24
15-06-2012,27.9,41.8,42,83,2.416666667,8.8,34.85,62.5,40.62,23.28,7.41
16-06-2012,27,40.6,59,91,2.277777778,5,33.8,75,40.63,17.61,5.46
17-06-2012,25.3,40.6,65,84,3.361111111,2,32.95,74.5,40.63,13.14,5.04
18-06-2012,24.8,32.6,71,95,3.361111111,0,28.7,83,40.62,10.16,3.3
19-06-2012,25.5,32.7,77,94,2.166666667,0.3,29.1,85.5,40.62,10.6,2.94
20-06-2012,27.2,32.6,68,87,1.527777778,1.3,29.9,77.5,40.62,12.09,3.38
21-06-2012,27.2,34.6,58,86,1.916666667,3.2,30.9,72,40.61,14.92,4.39
22-06-2012,27.3,36.8,51,85,2.694444444,6.6,32.05,68,40.61,19.99,6.07
23-06-2012,25.5,35.3,76,92,2.166666667,4.8,30.4,84,40.6,17.3,4.32
24-06-2012,27,33.2,64,91,1.611111111,4.2,30.1,77.5,40.59,16.41,4.22
25-06-2012,24,33.3,65,93,1.416666667,1,28.65,79,40.58,11.64,3.23
26-06-2012,27.7,35.4,51,80,1.333333333,1.3,31.55,65.5,40.57,12.08,3.84
27-06-2012,27.2,37.8,41,80,1.277777778,2.1,32.5,60.5,40.56,13.27,4.32
28-06-2012,26.5,39,66,83,1.638888889,3.1,32.75,74.5,40.54,14.75,4.36
29-06-2012,27,33.7,61,87,2.333333333,0,30.35,74,40.53,10.13,3.62
30-06-2012,27.8,36.8,51,87,1.805555556,5.3,32.3,69,40.51,18.02,5.2
01-07-2012,28.4,38.1,51,86,2.027777778,6.6,33.25,68.5,40.5,19.96,5.83
02-07-2012,28,36.9,71,83,2.472222222,3.7,32.45,77,40.48,15.63,4.61
03-07-2012,26.9,35.8,60,83,1.972222222,4.6,31.35,71.5,40.46,16.97,4.85
04-07-2012,26.5,33.9,64,88,2.805555556,1.3,30.2,76,40.44,12.05,4
05-07-2012,26.5,34.1,77,94,2.805555556,3.3,30.3,85.5,40.42,15.02,3.89
06-07-2012,24.6,30.2,77,86,2,0,27.4,81.5,40.39,10.1,2.85
07-07-2012,26.2,31.7,69,89,2.75,3.7,28.95,79,40.37,15.6,4.19
08-07-2012,25.9,33.2,69,88,1.888888889,7.8,29.55,78.5,40.34,21.71,5.11
09-07-2012,26.3,35.2,60,89,2.333333333,7.8,30.75,74.5,40.31,21.7,5.63
10-07-2012,27,34.9,61,88,2.972222222,8,30.95,74.5,40.28,21.99,5.88
11-07-2012,26.9,34.1,76,92,1.75,3.3,30.5,84,40.25,14.98,3.79
12-07-2012,26,36.2,83,93,1.111111111,3,31.1,88,40.22,14.53,3.53
13-07-2012,26.1,32.4,84,88,1.305555556,2.9,29.25,86,40.19,14.37,3.39
14-07-2012,26.1,33.1,66,92,1.361111111,2.4,29.6,79,40.15,13.62,3.56
15-07-2012,25.5,33.9,75,95,1.5,1.9,29.7,85,40.12,12.86,3.29
16-07-2012,25.3,28.2,81,95,1,0,26.75,88,40.08,10.02,2.39
17-07-2012,25.2,31,76,96,0.944444444,1.1,28.1,86,40.04,11.65,2.8
18-07-2012,24.3,32.5,89,95,1.166666667,1.8,28.4,92,40,12.68,2.88
19-07-2012,24.3,28.9,95,97,1.555555556,0,26.6,96,39.96,9.99,2.15
20-07-2012,25,26.8,74,93,1.222222222,0,25.9,83.5,39.92,9.98,2.48
21-07-2012,27.2,32.5,68,88,2.055555556,3.9,29.85,78,39.87,15.78,4.16
22-07-2012,26.5,33.5,74,89,2.75,11.1,30,81.5,39.82,26.5,5.95
23-07-2012,27.3,33,73,91,2.055555556,7,30.15,82,39.77,20.38,4.81
24-07-2012,27,33.1,74,88,1.722222222,3.6,30.05,81,39.72,15.3,3.88
25-07-2012,27,33.2,71,89,2.444444444,1.9,30.1,80,39.67,12.75,3.69
26-07-2012,26.7,33.5,65,88,1.583333333,3.2,30.1,76.5,39.62,14.67,3.92
27-07-2012,26.8,33.9,70,91,1.777777778,8.9,30.35,80.5,39.56,23.15,5.36
28-07-2012,27,35.5,74,88,2.361111111,1.9,31.25,81,39.51,12.71,3.72
29-07-2012,26.3,32.7,NA,87,2.388888889,3.3,29.5,NA,39.45,14.78,NA
30-07-2012,26.1,32.8,NA,91,2.416666667,6.4,29.45,NA,39.39,19.38,NA
31-07-2012,26.4,32.6,73,89,2.138888889,8,29.5,81,39.33,21.75,5.01
01-08-2012,26.4,32.6,63,90,NA,5.8,29.5,76.5,39.26,18.45,NA
02-08-2012,27,34.8,65,92,NA,10.3,30.9,78.5,39.2,25.13,NA
03-08-2012,25,34.9,73,91.5,NA,4.3,29.95,82.25,39.13,16.18,NA
04-08-2012,24.8,33.5,78,91,NA,5.9,29.15,84.5,39.06,18.54,NA
05-08-2012,27.5,36.4,77,79,NA,7.7,31.95,78,38.99,21.2,NA
06-08-2012,26.7,32.3,NA,NA,NA,6.9,29.5,NA,38.91,19.99,NA
07-08-2012,24.8,32.3,NA,NA,NA,3.9,28.55,NA,38.84,15.51,NA
08-08-2012,26.9,33.4,NA,NA,NA,8.7,30.15,NA,38.76,22.62,NA
09-08-2012,26.7,32.7,NA,NA,NA,8.1,29.7,NA,38.68,21.7,NA
10-08-2012,25.3,31.8,NA,NA,NA,5.1,28.55,NA,38.6,17.22,NA
11-08-2012,26.6,34.9,NA,NA,NA,1.2,30.75,NA,38.51,11.41,NA
12-08-2012,25.3,32.8,NA,NA,NA,11,29.05,NA,38.43,25.92,NA
13-08-2012,24.4,32.3,NA,NA,NA,5.8,28.35,NA,38.34,18.18,NA
14-08-2012,26.9,33.7,NA,NA,NA,2.7,30.3,NA,38.25,13.56,NA
15-08-2012,26,32.4,NA,NA,NA,4.5,29.2,NA,38.16,16.2,NA
16-08-2012,25.8,34,NA,NA,NA,NA,29.9,NA,38.06,NA,NA
17-08-2012,25.2,35,NA,NA,NA,NA,30.1,NA,37.97,NA,NA
18-08-2012,26.5,34,NA,NA,NA,NA,30.25,NA,37.87,NA,NA
19-08-2012,26.9,32.2,NA,NA,NA,NA,29.55,NA,37.77,NA,NA
20-08-2012,26,32,NA,NA,NA,NA,29,NA,37.66,NA,NA
21-08-2012,25.7,32.7,NA,NA,NA,NA,29.2,NA,37.56,NA,NA
22-08-2012,25.1,31,NA,NA,NA,NA,28.05,NA,37.45,NA,NA
23-08-2012,25.2,31.1,NA,NA,NA,NA,28.15,NA,37.34,NA,NA
24-08-2012,26.1,31.8,NA,NA,NA,NA,28.95,NA,37.23,NA,NA
25-08-2012,25.3,33.2,NA,NA,NA,NA,29.25,NA,37.12,NA,NA
26-08-2012,25.3,32.8,NA,NA,NA,NA,29.05,NA,37,NA,NA
27-08-2012,26.2,32.7,NA,NA,NA,NA,29.45,NA,36.89,NA,NA
28-08-2012,27,29,NA,NA,NA,NA,28,NA,36.77,NA,NA
29-08-2012,27.3,33.9,NA,NA,NA,NA,30.6,NA,36.64,NA,NA
30-08-2012,27.4,32.4,NA,NA,NA,3.7,29.9,NA,36.52,14.52,NA
31-08-2012,26.8,34.5,NA,NA,NA,5.5,30.65,NA,36.39,17.11,NA
01-09-2012,27.9,35,NA,NA,NA,8.4,31.45,NA,36.26,21.28,NA
02-09-2012,27.7,35.4,NA,NA,NA,9,31.55,NA,36.13,22.1,NA
03-09-2012,27.3,34.2,NA,NA,NA,2.6,30.75,NA,36,12.77,NA
04-09-2012,25.4,33.9,NA,NA,NA,1.7,29.65,NA,35.87,11.43,NA
05-09-2012,24.5,32.6,NA,NA,NA,7.9,28.55,NA,35.73,20.34,NA
06-09-2012,25.7,32.8,NA,NA,NA,6.9,29.25,NA,35.59,18.84,NA
07-09-2012,25.4,30.8,NA,NA,NA,0.1,28.1,NA,35.45,9.01,NA
08-09-2012,25,32.2,NA,NA,NA,5.4,28.6,NA,35.31,16.58,NA
09-09-2012,26.4,35.3,NA,NA,NA,8.3,30.85,NA,35.17,20.69,NA
10-09-2012,25.8,32.9,NA,NA,NA,1.5,29.35,NA,35.02,10.9,NA
11-09-2012,26.1,33,NA,NA,NA,4.8,29.55,NA,34.87,15.57,NA
12-09-2012,26.2,34.1,NA,NA,NA,8.7,30.15,NA,34.72,21.07,NA
13-09-2012,26.9,33.4,NA,NA,NA,3.6,30.15,NA,34.57,13.76,NA
14-09-2012,24.8,33.4,NA,NA,NA,1.6,29.1,NA,34.42,10.87,NA
15-09-2012,24.4,28.7,NA,NA,NA,NA,26.55,NA,34.26,NA,NA
16-09-2012,23.6,28,NA,NA,NA,NA,25.8,NA,34.11,NA,NA
17-09-2012,24.6,26,NA,NA,NA,NA,25.3,NA,33.95,NA,NA
18-09-2012,24.9,28.4,NA,NA,NA,NA,26.65,NA,33.79,NA,NA
19-09-2012,25.3,30.1,NA,NA,NA,NA,27.7,NA,33.63,NA,NA
20-09-2012,25.6,31.2,NA,NA,NA,NA,28.4,NA,33.46,NA,NA
21-09-2012,25.9,32.4,NA,95,NA,6.2,29.15,NA,33.3,16.96,NA
22-09-2012,26.2,34.4,68,94,NA,7,30.3,81,33.14,18.01,NA
23-09-2012,26.5,33.8,65,95,NA,5.4,30.15,80,32.97,15.72,NA
24-09-2012,24.4,33.1,62,90,NA,8.9,28.75,76,32.8,20.49,NA
25-09-2012,23.5,33.3,58,90,NA,9.1,28.4,74,32.63,20.69,NA
26-09-2012,24.1,33.4,67,93,NA,7.8,28.75,80,32.46,18.82,NA
27-09-2012,24.6,34.4,64,93,NA,8.1,29.5,78.5,32.29,19.16,NA
28-09-2012,25.2,34.7,61,93,NA,8.8,29.95,77,32.12,20.04,NA
29-09-2012,25.2,34.5,58,93,NA,8.6,29.85,75.5,31.95,19.68,NA
30-09-2012,25.3,35.1,60,92,NA,8.8,30.2,76,31.77,19.87,NA
01-10-2012,25.9,35.6,NA,NA,NA,8.3,30.75,NA,31.6,19.12,NA
02-10-2012,26.3,34.5,NA,NA,NA,8.9,30.4,NA,31.43,19.84,NA
03-10-2012,25.1,34.1,NA,NA,NA,3.9,29.6,NA,31.25,13.05,NA
04-10-2012,24.3,34.3,NA,NA,NA,4.5,29.3,NA,31.07,13.79,NA
05-10-2012,24.5,33.9,NA,NA,NA,4.8,29.2,NA,30.9,14.12,NA
06-10-2012,25.1,34.5,NA,NA,NA,7.9,29.8,NA,30.72,18.17,NA
07-10-2012,26.1,31.8,NA,NA,NA,NA,28.95,NA,30.54,NA,NA
08-10-2012,24.9,31.8,NA,NA,NA,NA,28.35,NA,30.37,NA,NA
09-10-2012,21.1,30.1,NA,NA,NA,NA,25.6,NA,30.19,NA,NA
10-10-2012,22,26,NA,NA,NA,NA,24,NA,30.01,NA,NA
11-10-2012,22.7,28.2,NA,NA,NA,NA,25.45,NA,29.83,NA,NA
12-10-2012,22.8,31.2,NA,NA,NA,NA,27,NA,29.66,NA,NA
13-10-2012,21.7,31.7,NA,NA,NA,NA,26.7,NA,29.48,NA,NA
14-10-2012,21.4,31.7,NA,NA,NA,NA,26.55,NA,29.3,NA,NA
15-10-2012,21,32.5,NA,NA,NA,9.2,26.75,NA,29.13,19.1,NA
16-10-2012,20.6,32.8,NA,NA,NA,8.7,26.7,NA,28.95,18.37,NA
17-10-2012,21,32.5,NA,NA,NA,8.6,26.75,NA,28.78,18.15,NA
18-10-2012,21.4,32.6,NA,NA,NA,7.9,27,NA,28.6,17.18,NA
19-10-2012,19.9,31.4,NA,NA,NA,8.8,25.65,NA,28.43,18.23,NA
20-10-2012,18.7,32.3,NA,NA,NA,9.2,25.5,NA,28.25,18.65,NA
21-10-2012,19.6,32.8,NA,NA,NA,9.5,26.2,NA,28.08,18.93,NA
22-10-2012,19.6,31.7,NA,NA,NA,7.8,25.65,NA,27.91,16.72,NA
23-10-2012,17.9,31.6,NA,NA,NA,8.7,24.75,NA,27.74,17.76,NA
24-10-2012,17.6,31.6,NA,NA,NA,7.7,24.6,NA,27.57,16.43,NA
25-10-2012,17.1,31,NA,NA,NA,8.2,24.05,NA,27.4,16.97,NA
26-10-2012,17.5,30.6,NA,NA,NA,8.4,24.05,NA,27.23,17.13,NA
27-10-2012,15.5,31.5,NA,NA,NA,9,23.5,NA,27.07,17.78,NA
28-10-2012,15.1,30.6,NA,NA,NA,8.7,22.85,NA,26.91,17.33,NA
29-10-2012,15.6,30.4,NA,NA,NA,8.7,23,NA,26.74,17.25,NA
30-10-2012,17.1,31.3,NA,NA,NA,8.7,24.2,NA,26.58,17.17,NA
31-10-2012,17.5,32.4,NA,NA,NA,9.3,24.95,NA,26.42,17.81,NA
01-11-2012,17.2,32.4,48,95,0.416666667,9.1,24.8,71.5,26.27,17.48,3.01
02-11-2012,17,30.4,48.5,94,0.416666667,3.5,23.7,71.25,26.11,10.71,2.13
03-11-2012,17.1,30.5,49,94,0.472222222,3.7,23.8,71.5,25.96,10.89,2.19
04-11-2012,17,29.9,54,97,1.305555556,6,23.45,75.5,25.81,13.56,2.9
05-11-2012,17,27.8,59,96,1.194444444,4.1,22.4,77.5,25.66,11.25,2.41
06-11-2012,18.1,28.7,60,96,0.833333333,4,23.4,78,25.51,11.08,2.27
07-11-2012,17,30.5,45,92,0.527777778,5.7,23.75,68.5,25.36,13.02,2.45
08-11-2012,16.1,29.2,52,92,0.833333333,7.4,22.65,72,25.22,14.94,2.73
09-11-2012,14.2,27.9,NA,97,0.666666667,0,21.05,NA,25.08,6.27,NA
10-11-2012,15.2,28.7,NA,NA,NA,NA,21.95,NA,24.94,NA,NA
11-11-2012,14.45,28.6,NA,NA,NA,NA,21.525,NA,24.81,NA,NA
12-11-2012,13.7,28.5,NA,NA,NA,NA,21.1,NA,24.68,NA,NA
13-11-2012,13.75,29,NA,NA,NA,NA,21.375,NA,24.55,NA,NA
14-11-2012,13.8,28.9,41,NA,NA,NA,21.35,NA,24.42,NA,NA
15-11-2012,13,29.2,45,94,0.416666667,7.1,21.1,69.5,24.3,14.15,2.26
16-11-2012,12.2,28.6,NA,93,0.472222222,5.7,20.4,NA,24.18,12.5,NA
17-11-2012,13.2,29.1,NA,NA,NA,7.2,21.15,NA,24.06,14.15,NA
18-11-2012,NA,31.3,NA,NA,NA,8.6,NA,NA,23.94,15.67,NA
19-11-2012,NA,30.4,NA,NA,NA,7.3,NA,NA,23.83,14.15,NA
20-11-2012,12.2,29.2,NA,NA,NA,6.6,20.7,NA,23.72,13.31,NA
21-11-2012,12.2,28.3,NA,NA,NA,6.8,20.25,NA,23.61,13.49,NA
22-11-2012,12.3,27.8,NA,NA,NA,7.3,20.05,NA,23.51,13.99,NA
23-11-2012,11.8,27,NA,NA,NA,4.6,19.4,NA,23.41,10.95,NA
24-11-2012,NA,26.9,NA,NA,NA,3.7,NA,NA,23.32,9.92,NA
